,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,54446268.258718,17312483.002448,87671332.945285
Tax Rate For Calcs,0.327532,0.321028,0.309151,0.136496
Normalized EBITDA,22494600000.0,13696800000.0,9613000000.0,4953100000.0
Total Unusual Items,327300000.0,169600000.0,56000000.0,642300000.0
Total Unusual Items Excluding Goodwill,327300000.0,169600000.0,56000000.0,642300000.0
Net Income From Continuing Operation Net Minority Interest,12101000000.0,6782700000.0,4003100000.0,872600000.0
Reconciled Depreciation,2392100000.0,2325300000.0,2119500000.0,2135300000.0
Reconciled Cost Of Revenue,76692300000.0,51407200000.0,38986600000.0,33823200000.0
EBITDA,22494600000.0,13866400000.0,9669000000.0,5595400000.0
EBIT,20102500000.0,11540900000.0,7549500000.0,3460100000.0
Net Interest Income,-1947300000.0,-1349900000.0,-1772400000.0,-2324500000.0
Interest Expense,1947300000.0,1415600000.0,1666300000.0,2429300000.0
Interest Income,330500000.0,175000000.0,103500000.0,104800000.0
Normalized Income,12101000000.0,6667546268.258718,3964412483.002448,317971332.945285
Net Income From Continuing And Discontinued Operation,12101000000.0,6782700000.0,4003100000.0,872600000.0
Total Expenses,93744600000.0,54024700000.0,50594600000.0,43914500000.0
Rent Expense Supplemental,146800000.0,122100000.0,127700000.0,192200000.0
Diluted Average Shares,123856151.0,117845606.0,104856532.0,91124605.0
Basic Average Shares,123856151.0,112226183.0,96531814.0,91124605.0
Diluted EPS,97.7,58.25,39.2,9.58
Basic EPS,97.7,60.44,41.47,9.58
Diluted NI Availto Com Stockholders,12101000000.0,6864700000.0,4110400000.0,872600000.0
Average Dilution Earnings,0.0,82000000.0,107300000.0,
Net Income Common Stockholders,12101000000.0,6782700000.0,4003100000.0,872600000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,12101000000.0,6782700000.0,4003100000.0,872600000.0
Minority Interests,-107800000.0,-92100000.0,-61300000.0,-17500000.0
Net Income Including Noncontrolling Interests,12208800000.0,6874800000.0,4064400000.0,890100000.0
Net Income Continuous Operations,12208800000.0,6874800000.0,4064400000.0,890100000.0
Tax Provision,5946400000.0,3250500000.0,1818800000.0,140700000.0
Pretax Income,18155200000.0,10125300000.0,5883200000.0,1030800000.0
Other Non Operating Income Expenses,840200000.0,89200000.0,66700000.0,202400000.0
Special Income Charges,-40300000.0,-2200000.0,18300000.0,351600000.0
Other Special Charges,-1100000.0,-1500000.0,-23300000.0,-351600000.0
Write Off,41400000.0,3700000.0,5000000.0,
Net Non Operating Interest Income Expense,-1947300000.0,-1349900000.0,-1772400000.0,-2324500000.0
Total Other Finance Cost,201500000.0,109300000.0,209600000.0,
Interest Expense Non Operating,1947300000.0,1415600000.0,1666300000.0,2429300000.0
Interest Income Non Operating,330500000.0,175000000.0,103500000.0,104800000.0
Operating Income,19262300000.0,11669600000.0,7490300000.0,2939300000.0
Operating Expense,17052300000.0,2617500000.0,11608000000.0,10091300000.0
Other Operating Expenses,8716000000.0,3274100000.0,2993400000.0,3996600000.0
Depreciation And Amortization In Income Statement,2392100000.0,2325500000.0,2119500000.0,2135300000.0
Amortization,62000000.0,45100000.0,41100000.0,73700000.0
Depreciation Income Statement,2392100000.0,2280400000.0,2078400000.0,2061600000.0
Selling General And Administration,3383500000.0,2904400000.0,2702900000.0,698600000.0
Selling And Marketing Expense,2517200000.0,2106000000.0,2132200000.0,176700000.0
General And Administrative Expense,866300000.0,798400000.0,570700000.0,521900000.0
Rent And Landing Fees,146800000.0,122100000.0,127700000.0,192200000.0
Gross Profit,36314600000.0,14287100000.0,19098300000.0,13030600000.0
Cost Of Revenue,76692300000.0,51407200000.0,38986600000.0,33823200000.0
Total Revenue,113006900000.0,65694300000.0,58084900000.0,46853800000.0
Operating Revenue,113006900000.0,65694300000.0,58084900000.0,46853800000.0
