,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-1514749088.390571,-602075781.0,-6474177368.0,-37000560000.0
Tax Rate For Calcs,0.221672,0.24971,0.29228,0.3
Normalized EBITDA,364434300000.0,511740800000.0,482655400000.0,204543100000.0
Total Unusual Items,-6833300000.0,-2411100000.0,-22150600000.0,-123335200000.0
Total Unusual Items Excluding Goodwill,-6833300000.0,-2411100000.0,-22150600000.0,-123335200000.0
Net Income From Continuing Operation Net Minority Interest,97921200000.0,251022300000.0,216382100000.0,-8931400000.0
Reconciled Depreciation,131810500000.0,123475800000.0,109414500000.0,102745400000.0
Reconciled Cost Of Revenue,7608160400000.0,5097506100000.0,2931382700000.0,4328700100000.0
EBITDA,357601000000.0,509329700000.0,460504800000.0,81207900000.0
EBIT,225790500000.0,385853900000.0,351090300000.0,-21537500000.0
Net Interest Income,-75413600000.0,-24192500000.0,-25914100000.0,-31008100000.0
Interest Expense,75413600000.0,42967700000.0,43583000000.0,50232600000.0
Interest Income,25444400000.0,19389300000.0,18337800000.0,20178900000.0
Normalized Income,103239750911.60944,252831324219.0,232058522632.0,77403240000.0
Net Income From Continuing And Discontinued Operation,97921200000.0,251022300000.0,216382100000.0,-8931400000.0
Total Expenses,8235546400000.0,5488287400000.0,3290990500000.0,4667598500000.0
Rent Expense Supplemental,10347400000.0,6560200000.0,6097400000.0,4889000000.0
Diluted Average Shares,13771560699.0,13771560699.0,13771560699.0,13771560699.0
Basic Average Shares,13771560699.0,13771560699.0,13771560699.0,13771560699.0
Diluted EPS,7.11,18.23,15.713333,-0.646667
Basic EPS,7.11,18.23,15.713333,-0.646667
Diluted NI Availto Com Stockholders,97921200000.0,251022300000.0,216382100000.0,-8931400000.0
Net Income Common Stockholders,97921200000.0,251022300000.0,216382100000.0,-8931400000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,97921200000.0,251022300000.0,216382100000.0,-8931400000.0
Minority Interests,-19121400000.0,-6243700000.0,-1240100000.0,9831800000.0
Net Income Including Noncontrolling Interests,117042600000.0,257266000000.0,217622200000.0,-18763200000.0
Net Income Continuous Operations,117042600000.0,257266000000.0,217622200000.0,-18763200000.0
Tax Provision,33334300000.0,85620200000.0,89885100000.0,-53006900000.0
Pretax Income,150376900000.0,342886200000.0,307507300000.0,-71770100000.0
Other Non Operating Income Expenses,41989200000.0,38900000.0,46900000.0,674700000.0
Special Income Charges,-3754900000.0,4454900000.0,-12658400000.0,-118399600000.0
Other Special Charges,,-119700000.0,,113046400000.0
Write Off,3754900000.0,-4335200000.0,12658400000.0,5353200000.0
Net Non Operating Interest Income Expense,-75413600000.0,-24192500000.0,-25914100000.0,-31008100000.0
Total Other Finance Cost,688500000.0,614100000.0,668900000.0,954400000.0
Interest Expense Non Operating,75413600000.0,42967700000.0,43583000000.0,50232600000.0
Interest Income Non Operating,25444400000.0,19389300000.0,18337800000.0,20178900000.0
Operating Income,182012700000.0,372041100000.0,320338300000.0,117703700000.0
Operating Expense,627386000000.0,390781300000.0,359607800000.0,338898400000.0
Other Operating Expenses,533794600000.0,129936600000.0,115044400000.0,128595000000.0
Selling General And Administration,180268500000.0,167157200000.0,151163200000.0,150444000000.0
Selling And Marketing Expense,173968800000.0,161385900000.0,146626200000.0,146843600000.0
General And Administrative Expense,6299700000.0,5771300000.0,4537000000.0,3600400000.0
Rent And Landing Fees,10347400000.0,6560200000.0,6097400000.0,4889000000.0
Gross Profit,809398700000.0,762822400000.0,679946100000.0,456602100000.0
Cost Of Revenue,7608160400000.0,5097506100000.0,2931382700000.0,4328700100000.0
Total Revenue,8417559100000.0,5860328500000.0,3611328800000.0,4785302200000.0
Operating Revenue,8417559100000.0,5860328500000.0,3611328800000.0,4785302200000.0
