,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,2262419.220913,-14124887.81433,-8798292.0
Tax Rate For Calcs,0.248539,0.262766,0.234282,0.3249
Normalized EBITDA,8324720000.0,4736230000.0,2576870000.0,9034820000.0
Total Unusual Items,13220000.0,8610000.0,-60290000.0,-27080000.0
Total Unusual Items Excluding Goodwill,13220000.0,8610000.0,-60290000.0,-27080000.0
Net Income From Continuing Operation Net Minority Interest,3230050000.0,1029930000.0,-893110000.0,3289530000.0
Reconciled Depreciation,2947800000.0,2419640000.0,2647500000.0,2957960000.0
Reconciled Cost Of Revenue,15136270000.0,11343100000.0,8726530000.0,13518970000.0
EBITDA,8324720000.0,4744840000.0,2516580000.0,9007740000.0
EBIT,5376880000.0,2325200000.0,-130920000.0,6049770000.0
Net Interest Income,-1078520000.0,-465530000.0,-450730000.0,-604570000.0
Interest Expense,1078520000.0,928180000.0,1035450000.0,1177410000.0
Interest Income,354540000.0,528810000.0,630490000.0,682550000.0
Normalized Income,3230050000.0,1023582419.220913,-846944887.81433,3307811708.0
Net Income From Continuing And Discontinued Operation,3230050000.0,1029930000.0,-893110000.0,3289530000.0
Total Expenses,29525650000.0,21997390000.0,18035880000.0,25022260000.0
Rent Expense Supplemental,1165610000.0,587180000.0,247670000.0,504170000.0
Diluted Average Shares,128527540.0,128527540.0,128527540.0,128527540.0
Basic Average Shares,128527540.0,128527540.0,128527540.0,128527540.0
Diluted EPS,25.13,8.01,-6.95,25.59
Basic EPS,25.13,8.01,-6.95,25.59
Diluted NI Availto Com Stockholders,3230050000.0,1029930000.0,-893110000.0,3289530000.0
Net Income Common Stockholders,3230050000.0,1029930000.0,-893110000.0,3289530000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,3230050000.0,1029930000.0,-893110000.0,3289530000.0
Net Income Including Noncontrolling Interests,3230050000.0,1029930000.0,-893110000.0,3289530000.0
Net Income Continuous Operations,3230050000.0,1029930000.0,-893110000.0,3289530000.0
Tax Provision,1068310000.0,367090000.0,-273260000.0,1582830000.0
Pretax Income,4298360000.0,1397020000.0,-1166370000.0,4872360000.0
Other Non Operating Income Expenses,386840000.0,559910000.0,300420000.0,
Special Income Charges,13220000.0,-20440000.0,-60290000.0,-27080000.0
Other Special Charges,-13220000.0,20440000.0,60290000.0,27080000.0
Net Non Operating Interest Income Expense,-1078520000.0,-465530000.0,-450730000.0,-604570000.0
Total Other Finance Cost,103920000.0,66160000.0,45770000.0,109710000.0
Interest Expense Non Operating,1078520000.0,928180000.0,1035450000.0,1177410000.0
Interest Income Non Operating,354540000.0,528810000.0,630490000.0,682550000.0
Operating Income,4990030000.0,1870810000.0,-957890000.0,5520560000.0
Operating Expense,14389380000.0,10654290000.0,9309350000.0,11503290000.0
Other Operating Expenses,7254600000.0,2411970000.0,1422800000.0,2729820000.0
Depreciation And Amortization In Income Statement,2947840000.0,2419640000.0,2647500000.0,2957970000.0
Amortization,47850000.0,34060000.0,20020000.0,13350000.0
Depreciation Income Statement,2947840000.0,2385580000.0,2627480000.0,2944620000.0
Selling General And Administration,2234300000.0,1457610000.0,1599970000.0,1565430000.0
Selling And Marketing Expense,1569650000.0,1097680000.0,1344350000.0,1299900000.0
General And Administrative Expense,664650000.0,359930000.0,255620000.0,265530000.0
Rent And Landing Fees,1165610000.0,587180000.0,247670000.0,504170000.0
Gross Profit,19379410000.0,12525100000.0,8351460000.0,17023850000.0
Cost Of Revenue,15136270000.0,11343100000.0,8726530000.0,13518970000.0
Total Revenue,34515680000.0,23868200000.0,17077990000.0,30542820000.0
Operating Revenue,34515680000.0,23868200000.0,17077990000.0,30542820000.0
