,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,16232031.0,38275531.0,28032939.0
Tax Rate For Calcs,0.25086,0.2547,0.2569,0.2551
Normalized EBITDA,7881660000.0,6788270000.0,4475970000.0,3592350000.0
Total Unusual Items,203820000.0,63730000.0,148990000.0,109890000.0
Total Unusual Items Excluding Goodwill,203820000.0,63730000.0,148990000.0,109890000.0
Net Income From Continuing Operation Net Minority Interest,4888200000.0,4174010000.0,2825610000.0,2089830000.0
Reconciled Depreciation,1140140000.0,1031930000.0,815930000.0,708950000.0
Reconciled Cost Of Revenue,16201600000.0,12205740000.0,8949330000.0,8690630000.0
EBITDA,7881660000.0,6852000000.0,4624960000.0,3702240000.0
EBIT,6741520000.0,5820070000.0,3809030000.0,2993290000.0
Net Interest Income,-211620000.0,-161530000.0,-112590000.0,-57950000.0
Interest Expense,211620000.0,215200000.0,2850000.0,188100000.0
Interest Income,87750000.0,66090000.0,101610000.0,143600000.0
Normalized Income,4888200000.0,4126512031.0,2714895531.0,2007972939.0
Net Income From Continuing And Discontinued Operation,4888200000.0,4174010000.0,2825610000.0,2089830000.0
Total Expenses,20396960000.0,15991400000.0,11795780000.0,11788860000.0
Rent Expense Supplemental,263420000.0,240860000.0,209910000.0,225060000.0
Diluted Average Shares,50313573.0,51502265.0,52139649.0,54756009.0
Basic Average Shares,49498018.0,50570021.0,51932428.0,54741168.0
Diluted EPS,97.15,81.05,54.193333,38.166667
Basic EPS,98.76,82.54,54.406667,38.173333
Diluted NI Availto Com Stockholders,4888200000.0,4174010000.0,2825610000.0,2089830000.0
Net Income Common Stockholders,4888200000.0,4174010000.0,2825610000.0,2089830000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4888200000.0,4174010000.0,2825610000.0,2089830000.0
Minority Interests,-3610000.0,-3570000.0,-2600000.0,110000.0
Net Income Including Noncontrolling Interests,4891810000.0,4177580000.0,2828210000.0,2089720000.0
Net Income Continuous Operations,4891810000.0,4177580000.0,2828210000.0,2089720000.0
Tax Provision,1638090000.0,1427290000.0,977970000.0,715470000.0
Pretax Income,6529900000.0,5604870000.0,3806180000.0,2805190000.0
Other Non Operating Income Expenses,659510000.0,7770000.0,9280000.0,5890000.0
Special Income Charges,59800000.0,-2270000.0,-5290000.0,-24630000.0
Other Special Charges,-58840000.0,1050000.0,3560000.0,12930000.0
Write Off,-960000.0,1220000.0,1730000.0,11700000.0
Net Non Operating Interest Income Expense,-211620000.0,-161530000.0,-112590000.0,-57950000.0
Total Other Finance Cost,10280000.0,12420000.0,211350000.0,13450000.0
Interest Expense Non Operating,211620000.0,215200000.0,2850000.0,188100000.0
Interest Income Non Operating,87750000.0,66090000.0,101610000.0,143600000.0
Operating Income,6082010000.0,5612050000.0,3849130000.0,2571520000.0
Operating Expense,4195360000.0,3785660000.0,2846450000.0,3098230000.0
Other Operating Expenses,3055220000.0,1140600000.0,809850000.0,1313940000.0
Depreciation And Amortization In Income Statement,1140140000.0,1031930000.0,815930000.0,708920000.0
Amortization,199950000.0,195370000.0,99440000.0,87400000.0
Depreciation Income Statement,1140140000.0,836560000.0,716490000.0,621520000.0
Selling General And Administration,806120000.0,798160000.0,565620000.0,447030000.0
Selling And Marketing Expense,10340000.0,9420000.0,4670000.0,
General And Administrative Expense,795780000.0,788740000.0,560950000.0,447030000.0
Rent And Landing Fees,263420000.0,240860000.0,209910000.0,225060000.0
Gross Profit,10277370000.0,9397710000.0,6695580000.0,5669750000.0
Cost Of Revenue,16201600000.0,12205740000.0,8949330000.0,8690630000.0
Total Revenue,26478970000.0,21603450000.0,15644910000.0,14360380000.0
Operating Revenue,26478970000.0,21603450000.0,15644910000.0,14360380000.0
