,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,4604824511.380191,-2424421004.846414,160195804.52089
Tax Rate For Calcs,0.130894,0.138315,0.228829,0.273558
Normalized EBITDA,404203700000.0,375921300000.0,370238300000.0,343709700000.0
Total Unusual Items,0.0,33292400000.0,-10594900000.0,585600000.0
Total Unusual Items Excluding Goodwill,0.0,33292400000.0,-10594900000.0,585600000.0
Net Income From Continuing Operation Net Minority Interest,151685500000.0,173538100000.0,116747800000.0,93760000000.0
Reconciled Depreciation,133333800000.0,128716600000.0,120391900000.0,116070400000.0
Reconciled Cost Of Revenue,13258800000.0,13156600000.0,11702900000.0,11438100000.0
EBITDA,404203700000.0,409213700000.0,359643400000.0,344295300000.0
EBIT,270869900000.0,280497100000.0,239251500000.0,228224900000.0
Net Interest Income,-96339400000.0,-69615300000.0,-80859300000.0,-71765100000.0
Interest Expense,96339400000.0,79103300000.0,87861200000.0,99157400000.0
Interest Income,16739700000.0,8620400000.0,2718600000.0,9875300000.0
Normalized Income,151685500000.0,144850524511.3802,124918278995.15358,93334595804.52089
Net Income From Continuing And Discontinued Operation,151685500000.0,173538100000.0,116747800000.0,93760000000.0
Total Expenses,194365300000.0,175725600000.0,162564400000.0,157620200000.0
Rent Expense Supplemental,2348200000.0,2084800000.0,1914900000.0,1971100000.0
Diluted Average Shares,6975452864.0,6975452864.0,6975452864.0,6975451120.0
Basic Average Shares,6975452864.0,6975452864.0,6975452864.0,6975451120.0
Diluted EPS,22.1,24.12,17.26,15.855004
Basic EPS,22.1,24.12,17.26,15.855004
Diluted NI Availto Com Stockholders,154171200000.0,168240700000.0,120364600000.0,110594000000.0
Net Income Common Stockholders,154171200000.0,168240700000.0,120364600000.0,110594000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,154171200000.0,168240700000.0,120364600000.0,110594000000.0
Net Income Including Noncontrolling Interests,154171200000.0,168240700000.0,120364600000.0,110594000000.0
Net Income Extraordinary,2485700000.0,-5297400000.0,3616800000.0,16834000000.0
Net Income Continuous Operations,151685500000.0,173538100000.0,116747800000.0,93760000000.0
Tax Provision,22845000000.0,27855700000.0,34642500000.0,35307500000.0
Pretax Income,174530500000.0,201393800000.0,151390300000.0,129067500000.0
Other Non Operating Income Expenses,10243600000.0,4902000000.0,8462800000.0,3858100000.0
Special Income Charges,0.0,32919200000.0,-10811300000.0,-172000000.0
Other Special Charges,220900000.0,-32919200000.0,10811300000.0,172000000.0
Net Non Operating Interest Income Expense,-96339400000.0,-69615300000.0,-80859300000.0,-71765100000.0
Total Other Finance Cost,982300000.0,-867600000.0,-4283300000.0,-17517000000.0
Interest Expense Non Operating,96339400000.0,79103300000.0,87861200000.0,99157400000.0
Interest Income Non Operating,16739700000.0,8620400000.0,2718600000.0,9875300000.0
Operating Income,261447500000.0,232627400000.0,230519800000.0,210452300000.0
Operating Expense,194365300000.0,162569000000.0,150861500000.0,146182100000.0
Other Operating Expenses,35946200000.0,10732800000.0,9402300000.0,9820000000.0
Depreciation And Amortization In Income Statement,133333800000.0,128716600000.0,120391900000.0,116070400000.0
Amortization,1323600000.0,1272500000.0,1236200000.0,1247000000.0
Depreciation Income Statement,133333800000.0,127444100000.0,119155700000.0,114823400000.0
Research And Development,,3400000.0,45500000.0,95400000.0
Selling General And Administration,4620600000.0,3425100000.0,2804700000.0,3515200000.0
Selling And Marketing Expense,172400000.0,91100000.0,73800000.0,174900000.0
General And Administrative Expense,4448200000.0,3334000000.0,2730900000.0,3340300000.0
Rent And Landing Fees,2348200000.0,2084800000.0,1914900000.0,1971100000.0
Gross Profit,427787300000.0,395196400000.0,381381300000.0,356634400000.0
Cost Of Revenue,13258800000.0,13156600000.0,11702900000.0,11438100000.0
Total Revenue,455812800000.0,408353000000.0,393084200000.0,368072500000.0
Operating Revenue,455812800000.0,408353000000.0,393084200000.0,368072500000.0
