,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,8194356000.0,3659070000.0,-6234140000.0
Tax Rate For Calcs,0.218489,0.2004,0.0345,0.2365
Normalized EBITDA,1546910000000.0,1242880000000.0,893340000000.0,983060000000.0
Total Unusual Items,0.0,40890000000.0,106060000000.0,-26360000000.0
Total Unusual Items Excluding Goodwill,0.0,40890000000.0,106060000000.0,-26360000000.0
Net Income From Continuing Operation Net Minority Interest,667020000000.0,607050000000.0,491280000000.0,393540000000.0
Reconciled Depreciation,403190000000.0,297970000000.0,265720000000.0,222030000000.0
Reconciled Cost Of Revenue,6295990000000.0,5336130000000.0,3390610000000.0,4514360000000.0
EBITDA,1546910000000.0,1283770000000.0,999400000000.0,956700000000.0
EBIT,1143720000000.0,985800000000.0,733680000000.0,734670000000.0
Net Interest Income,-195710000000.0,-19260000000.0,-76060000000.0,-96180000000.0
Interest Expense,195710000000.0,144380000000.0,179070000000.0,198610000000.0
Interest Income,,125290000000.0,103660000000.0,103170000000.0
Normalized Income,667020000000.0,574354356000.0,388879070000.0,413665860000.0
Net Income From Continuing And Discontinued Operation,667020000000.0,607050000000.0,491280000000.0,393540000000.0
Total Expenses,7768790000000.0,6192000000000.0,4127590000000.0,5304720000000.0
Rent Expense Supplemental,,6260000000.0,7780000000.0,59690000000.0
Diluted Average Shares,6765594888.0,6681893231.0,6532138901.0,6240469939.0
Basic Average Shares,6765594888.0,6598369565.0,6432874848.0,6240186511.0
Diluted EPS,98.59,90.85,75.21,63.06
Basic EPS,98.59,92.0,76.37,63.07
Diluted NI Availto Com Stockholders,667020000000.0,607050000000.0,491280000000.0,393540000000.0
Net Income Common Stockholders,667020000000.0,607050000000.0,491280000000.0,393540000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,667020000000.0,607050000000.0,491280000000.0,393540000000.0
Minority Interests,-73860000000.0,-71400000000.0,-46110000000.0,-5260000000.0
Net Income Including Noncontrolling Interests,740880000000.0,678450000000.0,537390000000.0,398800000000.0
Net Income Continuous Operations,740880000000.0,678450000000.0,537390000000.0,398800000000.0
Tax Provision,207130000000.0,162970000000.0,17220000000.0,137260000000.0
Pretax Income,948010000000.0,841420000000.0,554610000000.0,536060000000.0
Other Non Operating Income Expenses,118260000000.0,10250000000.0,9580000000.0,14640000000.0
Special Income Charges,0.0,27370000000.0,6760000000.0,-47120000000.0
Other Special Charges,,-27370000000.0,-7970000000.0,47120000000.0
Write Off,,0.0,1210000000.0,44440000000.0
Restructuring And Mergern Acquisition,,,,44440000000.0
Net Non Operating Interest Income Expense,-195710000000.0,-19260000000.0,-76060000000.0,-96180000000.0
Total Other Finance Cost,,170000000.0,650000000.0,740000000.0
Interest Expense Non Operating,195710000000.0,144380000000.0,179070000000.0,198610000000.0
Interest Income Non Operating,,125290000000.0,103660000000.0,103170000000.0
Operating Income,1025890000000.0,807620000000.0,541650000000.0,662710000000.0
Operating Expense,1472800000000.0,855870000000.0,736980000000.0,790360000000.0
Other Operating Expenses,1223860000000.0,420940000000.0,396010000000.0,373090000000.0
Selling General And Administration,,248690000000.0,196700000000.0,242620000000.0
Selling And Marketing Expense,,159780000000.0,126780000000.0,121100000000.0
General And Administrative Expense,,88910000000.0,69920000000.0,121520000000.0
Rent And Landing Fees,,5780000000.0,5990000000.0,57930000000.0
Gross Profit,2498690000000.0,1663490000000.0,1278630000000.0,1453070000000.0
Cost Of Revenue,6295990000000.0,5336130000000.0,3390610000000.0,4514360000000.0
Total Revenue,8794680000000.0,6999620000000.0,4669240000000.0,5967430000000.0
Operating Revenue,8794680000000.0,6999620000000.0,4669240000000.0,5967430000000.0
