,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,1584360742.70557,-313848377.878635,-396405000.0,-2445000000.0
Tax Rate For Calcs,0.268081,0.296083,0.3447,0.3
Normalized EBITDA,194400000000.0,401560000000.0,206070000000.0,119900000000.0
Total Unusual Items,5910000000.0,-1300000000.0,-1150000000.0,-8150000000.0
Total Unusual Items Excluding Goodwill,5910000000.0,-1060000000.0,-1150000000.0,-8150000000.0
Net Income From Continuing Operation Net Minority Interest,41440000000.0,206650000000.0,79110000000.0,40300000000.0
Reconciled Depreciation,74740000000.0,60010000000.0,46790000000.0,42460000000.0
Reconciled Cost Of Revenue,1182430000000.0,787470000000.0,427880000000.0,431620000000.0
EBITDA,200310000000.0,400260000000.0,204920000000.0,111750000000.0
EBIT,125570000000.0,340250000000.0,158130000000.0,69290000000.0
Net Interest Income,-69020000000.0,-39410000000.0,-34170000000.0,-36800000000.0
Interest Expense,69020000000.0,42800000000.0,37980000000.0,39160000000.0
Interest Income,7430000000.0,6490000000.0,5330000000.0,4840000000.0
Normalized Income,37114360742.70557,207156151622.12137,79863595000.0,46005000000.0
Net Income From Continuing And Discontinued Operation,41440000000.0,206650000000.0,79110000000.0,40300000000.0
Total Expenses,1525730000000.0,1102440000000.0,626620000000.0,626280000000.0
Rent Expense Supplemental,880000000.0,780000000.0,500000000.0,540000000.0
Diluted Average Shares,2417220440.0,2417220440.0,2417220440.0,2417220440.0
Basic Average Shares,2402298076.0,2403942787.0,2403812821.0,2402145868.0
Diluted EPS,17.14,85.49,32.73,16.67
Basic EPS,17.25,85.96,32.91,16.78
Diluted NI Availto Com Stockholders,41440000000.0,206650000000.0,79110000000.0,40300000000.0
Net Income Common Stockholders,41440000000.0,206650000000.0,79110000000.0,40300000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,41440000000.0,206650000000.0,79110000000.0,40300000000.0
Minority Interests,50000000.0,-2730000000.0,380000000.0,1110000000.0
Net Income Including Noncontrolling Interests,41390000000.0,209380000000.0,78730000000.0,39190000000.0
Net Income Continuous Operations,41390000000.0,209380000000.0,78730000000.0,39190000000.0
Tax Provision,15160000000.0,88070000000.0,41420000000.0,-9060000000.0
Pretax Income,56550000000.0,297450000000.0,120150000000.0,30130000000.0
Other Non Operating Income Expenses,10300000000.0,1040000000.0,400000000.0,300000000.0
Special Income Charges,5910000000.0,-8240000000.0,-1200000000.0,-8350000000.0
Other Special Charges,-6660000000.0,8480000000.0,1200000000.0,8350000000.0
Net Non Operating Interest Income Expense,-69020000000.0,-39410000000.0,-34170000000.0,-36800000000.0
Total Other Finance Cost,3950000000.0,3100000000.0,1520000000.0,2480000000.0
Interest Expense Non Operating,69020000000.0,42800000000.0,37980000000.0,39160000000.0
Interest Income Non Operating,7430000000.0,6490000000.0,5330000000.0,4840000000.0
Operating Income,110730000000.0,335850000000.0,153970000000.0,84880000000.0
Operating Expense,343300000000.0,314970000000.0,198740000000.0,194660000000.0
Other Operating Expenses,252550000000.0,154980000000.0,94110000000.0,97880000000.0
Depreciation And Amortization In Income Statement,74740000000.0,60010000000.0,46790000000.0,42460000000.0
Amortization,1690000000.0,1890000000.0,1590000000.0,420000000.0
Depreciation Income Statement,74740000000.0,58120000000.0,45200000000.0,42040000000.0
Selling General And Administration,84100000000.0,76090000000.0,43620000000.0,40900000000.0
Selling And Marketing Expense,80280000000.0,73400000000.0,41660000000.0,39440000000.0
General And Administrative Expense,3820000000.0,2690000000.0,1960000000.0,1460000000.0
Rent And Landing Fees,880000000.0,780000000.0,500000000.0,540000000.0
Gross Profit,454030000000.0,650820000000.0,352710000000.0,279540000000.0
Cost Of Revenue,1182430000000.0,787470000000.0,427880000000.0,431620000000.0
Total Revenue,1636460000000.0,1438290000000.0,780590000000.0,711160000000.0
Operating Revenue,1636460000000.0,1438290000000.0,780590000000.0,711160000000.0
