,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-100433071.739351,-166946323.717777,-81432085.231485
Tax Rate For Calcs,0.336155,0.329448,0.356536,0.341827
Normalized EBITDA,14017101000.0,16501713000.0,16947466000.0,13170305000.0
Total Unusual Items,0.0,-304853000.0,-468246000.0,-238226000.0
Total Unusual Items Excluding Goodwill,0.0,-304853000.0,-468246000.0,-238226000.0
Net Income From Continuing Operation Net Minority Interest,4263267000.0,6871193000.0,7097186000.0,4964211000.0
Reconciled Depreciation,4582323000.0,3424655000.0,3061904000.0,2879617000.0
Reconciled Cost Of Revenue,15928407000.0,18089196000.0,14579663000.0,12268108000.0
EBITDA,14017101000.0,16196860000.0,16479220000.0,12932079000.0
EBIT,9434718000.0,12772205000.0,13417316000.0,10052462000.0
Net Interest Income,-3121802000.0,-1935995000.0,-1700660000.0,-2182911000.0
Interest Expense,3121802000.0,2643078000.0,2490508000.0,2707993000.0
Interest Income,601093000.0,755849000.0,824275000.0,563890000.0
Normalized Income,4263267000.0,7075612928.260649,7398485676.282223,5121004914.768515
Net Income From Continuing And Discontinued Operation,4263267000.0,6871193000.0,7097186000.0,4964211000.0
Total Expenses,63007236000.0,66667966000.0,52245655000.0,36794500000.0
Rent Expense Supplemental,269832000.0,214824000.0,204504000.0,232535000.0
Diluted Average Shares,77268000.0,77268000.0,77268000.0,77268000.0
Basic Average Shares,77268000.0,77268000.0,77268000.0,77268000.0
Diluted EPS,55.17,87.9,91.851556,63.725954
Basic EPS,55.17,87.9,91.851556,63.725954
Diluted NI Availto Com Stockholders,4263267000.0,6871193000.0,7097186000.0,4964211000.0
Net Income Common Stockholders,4263267000.0,6871193000.0,7097186000.0,4964211000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4263267000.0,6871193000.0,7097186000.0,4964211000.0
Minority Interests,72472000.0,79082000.0,66173000.0,130280000.0
Net Income Including Noncontrolling Interests,4190795000.0,6792111000.0,7031013000.0,4833931000.0
Net Income Continuous Operations,4190795000.0,6792111000.0,7031013000.0,4833931000.0
Tax Provision,2122121000.0,3337016000.0,3895795000.0,2510538000.0
Pretax Income,6312916000.0,10129127000.0,10926808000.0,7344469000.0
Other Non Operating Income Expenses,-24760038000.0,595279000.0,194157000.0,-10770414000.0
Special Income Charges,0.0,-304941000.0,-491053000.0,-322764000.0
Other Special Charges,124435000.0,304341000.0,458553000.0,322764000.0
Write Off,-33000.0,600000.0,32500000.0,0.0
Net Non Operating Interest Income Expense,-3121802000.0,-1935995000.0,-1700660000.0,-2182911000.0
Total Other Finance Cost,58312000.0,48766000.0,34427000.0,38808000.0
Interest Expense Non Operating,3121802000.0,2643078000.0,2490508000.0,2707993000.0
Interest Income Non Operating,601093000.0,755849000.0,824275000.0,563890000.0
Operating Income,34194756000.0,11734428000.0,12846067000.0,20552848000.0
Operating Expense,47078829000.0,48578770000.0,37665992000.0,24526392000.0
Other Operating Expenses,15787739000.0,20643213000.0,14668125000.0,13466000000.0
Depreciation And Amortization In Income Statement,4582383000.0,3424655000.0,3061904000.0,2879617000.0
Amortization,34204000.0,35364000.0,27073000.0,25610000.0
Depreciation Income Statement,4582383000.0,3389291000.0,3034831000.0,2854007000.0
Selling General And Administration,20331136000.0,20242433000.0,16108114000.0,4095578000.0
Selling And Marketing Expense,20331136000.0,18982463000.0,15259280000.0,3125802000.0
General And Administrative Expense,1416380000.0,1259970000.0,848834000.0,969776000.0
Rent And Landing Fees,269832000.0,214824000.0,204504000.0,232535000.0
Gross Profit,81273585000.0,60313198000.0,50512059000.0,45079240000.0
Cost Of Revenue,15928407000.0,18089196000.0,14579663000.0,12268108000.0
Total Revenue,97201992000.0,78402394000.0,65091722000.0,57347348000.0
Operating Revenue,97201992000.0,78402394000.0,65091722000.0,57347348000.0
