,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,301968.0,-807531.9,-7640637.5
Tax Rate For Calcs,0.35651,0.3495,0.3403,0.3175
Normalized EBITDA,10480200000.0,3928450000.0,3183469000.0,6288189000.0
Total Unusual Items,0.0,864000.0,-2373000.0,-24065000.0
Total Unusual Items Excluding Goodwill,0.0,864000.0,-2373000.0,-24065000.0
Net Income From Continuing Operation Net Minority Interest,3878700000.0,143319000.0,-651113000.0,1300323000.0
Reconciled Depreciation,2636000000.0,2286809000.0,2353298000.0,2312443000.0
Reconciled Cost Of Revenue,32263500000.0,28823719000.0,17993075000.0,21596794000.0
EBITDA,10480200000.0,3929314000.0,3181096000.0,6264124000.0
EBIT,7844200000.0,1642505000.0,827798000.0,3951681000.0
Net Interest Income,-1816600000.0,-1512706000.0,-1795351000.0,-2107122000.0
Interest Expense,1816600000.0,1422186000.0,1814711000.0,2046334000.0
Interest Income,42942000.0,51463000.0,137906000.0,118754000.0
Normalized Income,3878700000.0,142756968.0,-649547531.9,1316747362.5
Net Income From Continuing And Discontinued Operation,3878700000.0,143319000.0,-651113000.0,1300323000.0
Total Expenses,43783200000.0,38256886000.0,26906522000.0,30438193000.0
Rent Expense Supplemental,45168000.0,41160000.0,52774000.0,45529000.0
Diluted Average Shares,69210600.0,69210600.0,69210600.0,69210600.0
Basic Average Shares,69210600.0,69210600.0,69210600.0,69210600.0
Diluted EPS,56.04,2.07,-9.41,18.79
Basic EPS,56.04,2.07,-9.41,18.79
Diluted NI Availto Com Stockholders,3878700000.0,143319000.0,-651113000.0,1300323000.0
Net Income Common Stockholders,3878700000.0,143319000.0,-651113000.0,1300323000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,3878700000.0,143319000.0,-651113000.0,1300323000.0
Net Income Including Noncontrolling Interests,3878700000.0,143319000.0,-651113000.0,1300323000.0
Net Income Continuous Operations,3878700000.0,143319000.0,-651113000.0,1300323000.0
Tax Provision,2148900000.0,77000000.0,-335800000.0,605024000.0
Pretax Income,6027600000.0,220319000.0,-986913000.0,1905347000.0
Other Non Operating Income Expenses,455200000.0,435035000.0,369116000.0,254223000.0
Special Income Charges,0.0,864000.0,-2373000.0,-24065000.0
Other Special Charges,29990000.0,-864000.0,2373000.0,16148000.0
Write Off,1468000.0,,0.0,7917000.0
Impairment Of Capital Assets,131183000.0,,,
Net Non Operating Interest Income Expense,-1816600000.0,-1512706000.0,-1795351000.0,-2107122000.0
Total Other Finance Cost,254690000.0,141983000.0,118546000.0,179542000.0
Interest Expense Non Operating,1816600000.0,1422186000.0,1814711000.0,2046334000.0
Interest Income Non Operating,42942000.0,51463000.0,137906000.0,118754000.0
Operating Income,7389000000.0,1456807000.0,555447000.0,3965293000.0
Operating Expense,11519700000.0,9433167000.0,8913447000.0,8841399000.0
Other Operating Expenses,6019700000.0,2799307000.0,2628393000.0,2870647000.0
Depreciation And Amortization In Income Statement,2636000000.0,2286809000.0,2353298000.0,2312443000.0
Amortization,12496000.0,12496000.0,16186000.0,29344000.0
Depreciation Income Statement,2636000000.0,2274313000.0,2337112000.0,2283099000.0
Selling General And Administration,232806000.0,1532647000.0,1115316000.0,888764000.0
Selling And Marketing Expense,61787000.0,1376333000.0,951327000.0,844751000.0
General And Administrative Expense,171019000.0,156314000.0,163989000.0,44013000.0
Rent And Landing Fees,45168000.0,41160000.0,52774000.0,45529000.0
Gross Profit,18908700000.0,10889974000.0,9468894000.0,12806692000.0
Cost Of Revenue,32263500000.0,28823719000.0,17993075000.0,21596794000.0
Total Revenue,51172200000.0,39713693000.0,27461969000.0,34403486000.0
Operating Revenue,51172200000.0,39713693000.0,27461969000.0,34403486000.0
