,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,41622420.0,8308000.0,81281770.0
Tax Rate For Calcs,0.261243,0.2631,0.268,0.2323
Normalized EBITDA,7634800000.0,4094900000.0,3939200000.0,3073700000.0
Total Unusual Items,0.0,158200000.0,31000000.0,349900000.0
Total Unusual Items Excluding Goodwill,0.0,158200000.0,31000000.0,349900000.0
Net Income From Continuing Operation Net Minority Interest,3324000000.0,1745200000.0,1949600000.0,1851800000.0
Reconciled Depreciation,1046600000.0,1012900000.0,839800000.0,873400000.0
Reconciled Cost Of Revenue,31064800000.0,29545800000.0,23526200000.0,24437200000.0
EBITDA,7634800000.0,4253100000.0,3970200000.0,3423600000.0
EBIT,6588200000.0,3240200000.0,3130400000.0,2550200000.0
Net Interest Income,-2098900000.0,-1019500000.0,-397500000.0,-39900000.0
Interest Expense,2098900000.0,921400000.0,433600000.0,102800000.0
Interest Income,46600000.0,40800000.0,103700000.0,102200000.0
Normalized Income,3324000000.0,1628622420.0,1926908000.0,1583181770.0
Net Income From Continuing And Discontinued Operation,3324000000.0,1745200000.0,1949600000.0,1851800000.0
Total Expenses,43944400000.0,36659400000.0,29496100000.0,31251900000.0
Rent Expense Supplemental,321700000.0,316700000.0,304400000.0,344600000.0
Diluted Average Shares,145020032.0,144821088.0,144629080.0,144614326.0
Basic Average Shares,144652523.0,144614326.0,144629080.0,144614326.0
Diluted EPS,22.88,12.03,13.48,12.81
Basic EPS,22.98,12.07,13.48,12.81
Diluted NI Availto Com Stockholders,3324000000.0,1745200000.0,1949600000.0,1851800000.0
Net Income Common Stockholders,3324000000.0,1745200000.0,1949600000.0,1851800000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,3324000000.0,1745200000.0,1949600000.0,1851800000.0
Minority Interests,7500000.0,36500000.0,-24400000.0,-27100000.0
Net Income Including Noncontrolling Interests,3316500000.0,1708700000.0,1974000000.0,1878900000.0
Net Income Continuous Operations,3316500000.0,1708700000.0,1974000000.0,1878900000.0
Tax Provision,1172800000.0,610100000.0,722800000.0,568500000.0
Pretax Income,4489300000.0,2318800000.0,2696800000.0,2447400000.0
Other Non Operating Income Expenses,281900000.0,27800000.0,22700000.0,33900000.0
Special Income Charges,0.0,-12600000.0,-106200000.0,107900000.0
Other Special Charges,-12300000.0,-9200000.0,82400000.0,-137200000.0
Write Off,11400000.0,21800000.0,23800000.0,29300000.0
Net Non Operating Interest Income Expense,-2098900000.0,-1019500000.0,-397500000.0,-39900000.0
Total Other Finance Cost,182000000.0,138900000.0,67600000.0,39300000.0
Interest Expense Non Operating,2098900000.0,921400000.0,433600000.0,102800000.0
Interest Income Non Operating,46600000.0,40800000.0,103700000.0,102200000.0
Operating Income,6293600000.0,3127700000.0,3052000000.0,2056500000.0
Operating Expense,12879600000.0,7113600000.0,5969900000.0,6814700000.0
Other Operating Expenses,8435800000.0,441100000.0,472700000.0,422100000.0
Depreciation And Amortization In Income Statement,1046600000.0,1012900000.0,839800000.0,873400000.0
Amortization,331500000.0,376200000.0,249300000.0,251400000.0
Depreciation Income Statement,1046600000.0,636700000.0,590500000.0,622000000.0
Selling General And Administration,3211500000.0,2829800000.0,2218200000.0,2855100000.0
Selling And Marketing Expense,2156000000.0,1745200000.0,1515300000.0,1801600000.0
General And Administrative Expense,1055500000.0,1084600000.0,702900000.0,1053500000.0
Rent And Landing Fees,321700000.0,316700000.0,304400000.0,344600000.0
Gross Profit,19173200000.0,10241300000.0,9021900000.0,8871200000.0
Cost Of Revenue,31064800000.0,29545800000.0,23526200000.0,24437200000.0
Total Revenue,50238000000.0,39787100000.0,32548100000.0,33308400000.0
Operating Revenue,50238000000.0,39787100000.0,32548100000.0,33308400000.0
