,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-3945445801.462048,-1050421356.261081,-2794462111.206145,-364440000.0
Tax Rate For Calcs,0.288102,0.261748,0.242434,0.3
Normalized EBITDA,99917900000.0,164050800000.0,148948100000.0,77366900000.0
Total Unusual Items,-13694600000.0,-4013100000.0,-11526700000.0,-1214800000.0
Total Unusual Items Excluding Goodwill,-13694600000.0,-4013100000.0,-11526700000.0,-1214800000.0
Net Income From Continuing Operation Net Minority Interest,23930600000.0,82483100000.0,55269300000.0,-1091700000.0
Reconciled Depreciation,26909500000.0,30074500000.0,34533400000.0,38672300000.0
Reconciled Cost Of Revenue,241973100000.0,495733700000.0,302269300000.0,328950000000.0
EBITDA,86223300000.0,160037700000.0,137421400000.0,76152100000.0
EBIT,59313800000.0,129963200000.0,102888000000.0,37479800000.0
Net Interest Income,-14458900000.0,-18877100000.0,-30933300000.0,-41493400000.0
Interest Expense,14458900000.0,18232500000.0,29931600000.0,39938200000.0
Interest Income,1705400000.0,1187500000.0,1108900000.0,577800000.0
Normalized Income,33679754198.537952,85445778643.73892,64001537888.79385,-241340000.0
Net Income From Continuing And Discontinued Operation,31739400000.0,67657300000.0,42670400000.0,-1091700000.0
Total Expenses,454672400000.0,563915100000.0,379865900000.0,402609500000.0
Rent Expense Supplemental,141100000.0,98900000.0,104400000.0,171700000.0
Diluted Average Shares,1020088097.0,1020062084.0,1020015971.0,1020015971.0
Basic Average Shares,1020088097.0,1020062084.0,1020015971.0,1020015971.0
Diluted EPS,31.54,56.4,35.63,-1.08
Basic EPS,31.54,56.4,35.63,-1.08
Diluted NI Availto Com Stockholders,31739400000.0,67657300000.0,42670400000.0,-1091700000.0
Net Income Common Stockholders,31739400000.0,67657300000.0,42670400000.0,-1091700000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,31739400000.0,67657300000.0,42670400000.0,-1091700000.0
Minority Interests,-8001500000.0,-10126800000.0,-6334800000.0,2905300000.0
Net Income Including Noncontrolling Interests,39740900000.0,67657300000.0,42670400000.0,-3997000000.0
Net Income Extraordinary,,,-16363700000.0,
Net Income Discontinuous Operations,7808800000.0,-14825800000.0,-12598900000.0,
Net Income Continuous Operations,31932100000.0,82485400000.0,55269300000.0,-3997000000.0
Tax Provision,12922800000.0,29245300000.0,17687100000.0,1538600000.0
Pretax Income,44854900000.0,111730700000.0,72956400000.0,-2458400000.0
Other Non Operating Income Expenses,570500000.0,164900000.0,5200600000.0,259600000.0
Special Income Charges,-13694600000.0,-4351800000.0,-11578800000.0,-1217600000.0
Other Special Charges,13717100000.0,3916900000.0,11283500000.0,1217600000.0
Write Off,,0.0,295300000.0,
Impairment Of Capital Assets,41700000.0,434900000.0,,
Net Non Operating Interest Income Expense,-14458900000.0,-18877100000.0,-30933300000.0,-41493400000.0
Total Other Finance Cost,3015200000.0,1832100000.0,2110600000.0,2133000000.0
Interest Expense Non Operating,14458900000.0,18232500000.0,29931600000.0,39938200000.0
Interest Income Non Operating,1705400000.0,1187500000.0,1108900000.0,577800000.0
Operating Income,72439400000.0,132552200000.0,109175200000.0,40323100000.0
Operating Expense,212699300000.0,68181400000.0,77596600000.0,73659500000.0
Other Operating Expenses,174447300000.0,41483700000.0,37977400000.0,24198900000.0
Depreciation And Amortization In Income Statement,26909500000.0,20967800000.0,34533400000.0,38672300000.0
Depreciation Income Statement,26909500000.0,20967800000.0,34533400000.0,38672300000.0
Research And Development,200000.0,700000.0,4500000.0,3100000.0
Selling General And Administration,1086900000.0,865500000.0,969300000.0,996200000.0
General And Administrative Expense,1086900000.0,865500000.0,969300000.0,996200000.0
Rent And Landing Fees,141100000.0,98900000.0,104400000.0,171700000.0
Gross Profit,285138700000.0,200733600000.0,186771800000.0,113982600000.0
Cost Of Revenue,241973100000.0,495733700000.0,302269300000.0,328950000000.0
Total Revenue,527111800000.0,696467300000.0,489041100000.0,442932600000.0
Operating Revenue,527111800000.0,696467300000.0,489041100000.0,442932600000.0
