,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-127101210.963069,3591047.864336,36311673.441347,39110232.436419
Tax Rate For Calcs,0.266739,0.258349,0.259369,0.213951
Normalized EBITDA,14448600000.0,10997900000.0,11885300000.0,11339900000.0
Total Unusual Items,-476500000.0,13900000.0,140000000.0,182800000.0
Total Unusual Items Excluding Goodwill,-476500000.0,13900000.0,140000000.0,182800000.0
Net Income From Continuing Operation Net Minority Interest,6945300000.0,5125700000.0,6468300000.0,6608000000.0
Reconciled Depreciation,4272300000.0,3957200000.0,3191600000.0,3007400000.0
Reconciled Cost Of Revenue,71868700000.0,64985900000.0,50554400000.0,47588900000.0
EBITDA,13972100000.0,11011800000.0,12025300000.0,11522700000.0
EBIT,9699800000.0,7054600000.0,8833700000.0,8515300000.0
Net Interest Income,-228000000.0,-105000000.0,-42200000.0,-30100000.0
Interest Expense,228000000.0,143400000.0,100200000.0,108700000.0
Interest Income,111700000.0,46000000.0,63100000.0,91800000.0
Normalized Income,7294698789.036931,5115391047.864336,6364611673.441347,6464310232.436419
Net Income From Continuing And Discontinued Operation,6945300000.0,5125700000.0,6468300000.0,6608000000.0
Total Expenses,94633300000.0,80069300000.0,63102200000.0,60073300000.0
Rent Expense Supplemental,21600000.0,22900000.0,15800000.0,19700000.0
Diluted Average Shares,170812500.0,170812500.0,170812500.0,170812500.0
Basic Average Shares,170812500.0,170812500.0,170812500.0,170812500.0
Diluted EPS,40.66,30.01,37.87,38.69
Basic EPS,40.66,30.01,37.87,38.69
Diluted NI Availto Com Stockholders,6945300000.0,5125700000.0,6468300000.0,6608000000.0
Net Income Common Stockholders,6945300000.0,5125700000.0,6468300000.0,6608000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,6945300000.0,5125700000.0,6468300000.0,6608000000.0
Net Income Including Noncontrolling Interests,6945300000.0,5125700000.0,6468300000.0,6608000000.0
Net Income Continuous Operations,6945300000.0,5125700000.0,6468300000.0,6608000000.0
Tax Provision,2526500000.0,1785500000.0,2265200000.0,1798600000.0
Pretax Income,9471800000.0,6911200000.0,8733500000.0,8406600000.0
Other Non Operating Income Expenses,920400000.0,189000000.0,176100000.0,65600000.0
Special Income Charges,-476500000.0,-104400000.0,-24100000.0,-4700000.0
Other Special Charges,476500000.0,69600000.0,9100000.0,-7100000.0
Write Off,23800000.0,34800000.0,15000000.0,11800000.0
Impairment Of Capital Assets,-3800000.0,,,0.0
Net Non Operating Interest Income Expense,-228000000.0,-105000000.0,-42200000.0,-30100000.0
Total Other Finance Cost,12800000.0,7600000.0,5100000.0,13200000.0
Interest Expense Non Operating,228000000.0,143400000.0,100200000.0,108700000.0
Interest Income Non Operating,111700000.0,46000000.0,63100000.0,91800000.0
Operating Income,9248700000.0,6477700000.0,8230200000.0,8054600000.0
Operating Expense,22764600000.0,15083400000.0,12547800000.0,12484400000.0
Other Operating Expenses,12574300000.0,3188200000.0,2752500000.0,3439600000.0
Depreciation And Amortization In Income Statement,4272300000.0,3957200000.0,3191600000.0,3007400000.0
Amortization,204400000.0,196900000.0,65200000.0,16100000.0
Depreciation Income Statement,4272300000.0,3760300000.0,3126400000.0,2991300000.0
Selling General And Administration,3710200000.0,3407800000.0,2535600000.0,2470500000.0
Selling And Marketing Expense,3263000000.0,2983900000.0,2307600000.0,2229400000.0
General And Administrative Expense,447200000.0,423900000.0,228000000.0,241100000.0
Rent And Landing Fees,21600000.0,22900000.0,15800000.0,19700000.0
Gross Profit,32013300000.0,21561100000.0,20778000000.0,20539000000.0
Cost Of Revenue,71868700000.0,64985900000.0,50554400000.0,47588900000.0
Total Revenue,103882000000.0,86547000000.0,71332400000.0,68127900000.0
Operating Revenue,103882000000.0,86547000000.0,71332400000.0,68127900000.0
