,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-183028115.566583,-443830040.0,-54340000.0,124343440.0
Tax Rate For Calcs,0.017558,0.1346,0.1976,0.1082
Normalized EBITDA,125483900000.0,111285400000.0,104802700000.0,77182600000.0
Total Unusual Items,-10424000000.0,-3297400000.0,-275000000.0,1149200000.0
Total Unusual Items Excluding Goodwill,-10424000000.0,-3297400000.0,-275000000.0,1149200000.0
Net Income From Continuing Operation Net Minority Interest,53101800000.0,47280900000.0,49943000000.0,37631300000.0
Reconciled Depreciation,34232400000.0,27396300000.0,21073400000.0,16802800000.0
Reconciled Cost Of Revenue,46014100000.0,46804200000.0,37123700000.0,31251600000.0
EBITDA,115059900000.0,107988000000.0,104527700000.0,78331800000.0
EBIT,80827500000.0,80591700000.0,83454300000.0,61529000000.0
Net Interest Income,-25936200000.0,-6714200000.0,-3682800000.0,-2793800000.0
Interest Expense,25936200000.0,25180100000.0,20534200000.0,19089800000.0
Interest Income,12462800000.0,18804700000.0,17581700000.0,16697400000.0
Normalized Income,63342771884.43342,50134469960.0,50163660000.0,36606443440.0
Net Income From Continuing And Discontinued Operation,53101800000.0,47280900000.0,49943000000.0,37631300000.0
Total Expenses,114417000000.0,86504500000.0,65008700000.0,52823200000.0
Rent Expense Supplemental,1344500000.0,256000000.0,153500000.0,262900000.0
Diluted Average Shares,2160138945.0,2159645794.0,2031751761.0,2051244657.0
Basic Average Shares,2160138945.0,2159645794.0,2031751761.0,2051244657.0
Diluted EPS,24.58,22.62,24.58,18.35
Basic EPS,24.58,22.62,24.58,18.35
Diluted NI Availto Com Stockholders,53101800000.0,47280900000.0,49943000000.0,37631300000.0
Net Income Common Stockholders,53101800000.0,47280900000.0,49943000000.0,37631300000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Preferred Stock Dividends,0.0,,,
Net Income,53101800000.0,47280900000.0,49943000000.0,37631300000.0
Minority Interests,-825700000.0,-671500000.0,-544400000.0,-214000000.0
Net Income Including Noncontrolling Interests,53927500000.0,47952400000.0,50487400000.0,37845300000.0
Net Income Continuous Operations,53927500000.0,47952400000.0,50487400000.0,37845300000.0
Tax Provision,963800000.0,7459200000.0,12432700000.0,4593900000.0
Pretax Income,54891300000.0,55411600000.0,62920100000.0,42439200000.0
Other Non Operating Income Expenses,15534800000.0,721700000.0,551800000.0,5461000000.0
Special Income Charges,-12733800000.0,-3508400000.0,862400000.0,-712800000.0
Other Special Charges,12733800000.0,3490100000.0,-887300000.0,711200000.0
Write Off,,18300000.0,24900000.0,1600000.0
Net Non Operating Interest Income Expense,-25936200000.0,-6714200000.0,-3682800000.0,-2793800000.0
Total Other Finance Cost,384100000.0,338800000.0,730300000.0,401400000.0
Interest Expense Non Operating,25936200000.0,25180100000.0,20534200000.0,19089800000.0
Interest Income Non Operating,12462800000.0,18804700000.0,17581700000.0,16697400000.0
Operating Income,94102100000.0,71453600000.0,59246300000.0,54850500000.0
Operating Expense,68402900000.0,39700300000.0,27885000000.0,21571600000.0
Other Operating Expenses,68402900000.0,36120500000.0,24251400000.0,23889000000.0
Selling General And Administration,4532200000.0,6104200000.0,4691500000.0,4084700000.0
Selling And Marketing Expense,407000000.0,1816700000.0,1267100000.0,1091300000.0
General And Administrative Expense,4125200000.0,4287500000.0,3424400000.0,2993400000.0
Gross Profit,162505000000.0,111153900000.0,87131300000.0,76422100000.0
Cost Of Revenue,46014100000.0,46804200000.0,37123700000.0,31251600000.0
Total Revenue,208519100000.0,157958100000.0,124255000000.0,107673700000.0
Operating Revenue,208519100000.0,157958100000.0,124255000000.0,107673700000.0
