,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,171234000.0,1829938000.0,1554647000.0
Tax Rate For Calcs,0.312467,0.3171,0.2453,0.1889
Normalized EBITDA,188850000000.0,172280000000.0,127100000000.0,99240000000.0
Total Unusual Items,0.0,540000000.0,7460000000.0,8230000000.0
Total Unusual Items Excluding Goodwill,0.0,540000000.0,7460000000.0,8230000000.0
Net Income From Continuing Operation Net Minority Interest,105110000000.0,96290000000.0,79800000000.0,68050000000.0
Reconciled Depreciation,32640000000.0,29170000000.0,25310000000.0,22790000000.0
Reconciled Cost Of Revenue,109000000000.0,125000000000.0,102190000000.0,89240000000.0
EBITDA,188850000000.0,172820000000.0,134560000000.0,107470000000.0
EBIT,156210000000.0,143650000000.0,109250000000.0,84680000000.0
Net Interest Income,-3330000000.0,5480000000.0,5540000000.0,8760000000.0
Interest Expense,3330000000.0,2650000000.0,3510000000.0,780000000.0
Interest Income,,8380000000.0,9400000000.0,9880000000.0
Normalized Income,105110000000.0,95921234000.0,74169938000.0,61374647000.0
Net Income From Continuing And Discontinued Operation,105110000000.0,96290000000.0,79800000000.0,68050000000.0
Total Expenses,190300000000.0,153190000000.0,129300000000.0,117410000000.0
Diluted Average Shares,4224678457.0,4225098728.0,4230000000.0,4230000000.0
Basic Average Shares,4224678457.0,4225098728.0,4230000000.0,4230000000.0
Diluted EPS,24.88,22.79,18.89,16.11
Basic EPS,24.88,22.79,18.89,16.11
Diluted NI Availto Com Stockholders,105110000000.0,96290000000.0,79800000000.0,68050000000.0
Net Income Common Stockholders,105110000000.0,96290000000.0,79800000000.0,68050000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,105110000000.0,96290000000.0,79800000000.0,68050000000.0
Net Income Including Noncontrolling Interests,105110000000.0,96290000000.0,79800000000.0,68050000000.0
Net Income Continuous Operations,105110000000.0,96290000000.0,79800000000.0,68050000000.0
Tax Provision,47770000000.0,44710000000.0,25940000000.0,15850000000.0
Pretax Income,152880000000.0,141000000000.0,105740000000.0,83900000000.0
Other Non Operating Income Expenses,13790000000.0,12160000000.0,1200000000.0,970000000.0
Special Income Charges,0.0,-1230000000.0,420000000.0,-230000000.0
Other Special Charges,,1230000000.0,-420000000.0,230000000.0
Net Non Operating Interest Income Expense,-3330000000.0,5480000000.0,5540000000.0,8760000000.0
Total Other Finance Cost,,250000000.0,350000000.0,340000000.0
Interest Expense Non Operating,3330000000.0,2650000000.0,3510000000.0,780000000.0
Interest Income Non Operating,,8380000000.0,9400000000.0,9880000000.0
Operating Income,142420000000.0,134710000000.0,91410000000.0,65910000000.0
Operating Expense,81300000000.0,28190000000.0,27110000000.0,28170000000.0
Other Operating Expenses,81110000000.0,28100000000.0,24390000000.0,23130000000.0
Research And Development,,80000000.0,50000000.0,60000000.0
Selling General And Administration,,670000000.0,640000000.0,370000000.0
General And Administrative Expense,,670000000.0,640000000.0,370000000.0
Gross Profit,223720000000.0,162900000000.0,118520000000.0,94080000000.0
Cost Of Revenue,109000000000.0,125000000000.0,102190000000.0,89240000000.0
Total Revenue,332720000000.0,287900000000.0,220710000000.0,183320000000.0
Operating Revenue,332720000000.0,287900000000.0,220710000000.0,183320000000.0
