,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-6654971.282706,43784832.0,43890000.0
Tax Rate For Calcs,0.234296,0.269432,0.34944,0.3
Normalized EBITDA,36041300000.0,31889100000.0,21714200000.0,14676200000.0
Total Unusual Items,86700000.0,-24700000.0,125300000.0,146300000.0
Total Unusual Items Excluding Goodwill,86700000.0,-24700000.0,125300000.0,146300000.0
Net Income From Continuing Operation Net Minority Interest,21623400000.0,18889200000.0,11982500000.0,9159000000.0
Reconciled Depreciation,5753200000.0,5172300000.0,4530800000.0,3929000000.0
Reconciled Cost Of Revenue,73935100000.0,61487400000.0,40854800000.0,37534400000.0
EBITDA,36041300000.0,31864400000.0,21839500000.0,14822500000.0
EBIT,30288100000.0,26692100000.0,17308700000.0,10893500000.0
Net Interest Income,-2048200000.0,-775300000.0,-1241400000.0,-1724200000.0
Interest Expense,2048200000.0,836600000.0,1182200000.0,1746500000.0
Interest Income,447000000.0,239900000.0,90300000.0,151000000.0
Normalized Income,21623400000.0,18907245028.717293,11900984832.0,9056590000.0
Net Income From Continuing And Discontinued Operation,21623400000.0,18889200000.0,11979400000.0,10190900000.0
Total Expenses,115339400000.0,97106900000.0,65903500000.0,59818300000.0
Rent Expense Supplemental,396600000.0,303600000.0,179200000.0,147800000.0
Diluted Average Shares,296423669.0,296306696.0,295263898.0,287402500.0
Basic Average Shares,296423669.0,296306696.0,295263898.0,287402500.0
Diluted EPS,72.95,63.75,40.57,35.458
Basic EPS,72.95,63.75,40.57,35.458
Diluted NI Availto Com Stockholders,21623400000.0,18889200000.0,11979400000.0,10190900000.0
Net Income Common Stockholders,21623400000.0,18889200000.0,11979400000.0,10190900000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,21623400000.0,18889200000.0,11979400000.0,10190900000.0
Net Income Including Noncontrolling Interests,21623400000.0,18889200000.0,11979400000.0,10190900000.0
Net Income Discontinuous Operations,,0.0,-3100000.0,1031900000.0
Net Income Continuous Operations,21623400000.0,18889200000.0,11982500000.0,9159000000.0
Tax Provision,6616500000.0,6966300000.0,4144000000.0,-12000000.0
Pretax Income,28239900000.0,25855500000.0,16126500000.0,9147000000.0
Other Non Operating Income Expenses,749300000.0,51900000.0,81300000.0,88600000.0
Special Income Charges,-4300000.0,-95300000.0,-129200000.0,52500000.0
Other Special Charges,-60000000.0,-29000000.0,-3900000.0,-128500000.0
Write Off,25600000.0,9500000.0,119400000.0,20500000.0
Impairment Of Capital Assets,38700000.0,114800000.0,13700000.0,55500000.0
Net Non Operating Interest Income Expense,-2048200000.0,-775300000.0,-1241400000.0,-1724200000.0
Total Other Finance Cost,210000000.0,178600000.0,149500000.0,128700000.0
Interest Expense Non Operating,2048200000.0,836600000.0,1182200000.0,1746500000.0
Interest Income Non Operating,447000000.0,239900000.0,90300000.0,151000000.0
Operating Income,30578800000.0,26020600000.0,17050500000.0,10802900000.0
Operating Expense,41404300000.0,35619500000.0,25048700000.0,22283900000.0
Other Operating Expenses,30297400000.0,16090100000.0,10599800000.0,10654100000.0
Depreciation And Amortization In Income Statement,5753200000.0,5172300000.0,4530800000.0,3886100000.0
Amortization,90400000.0,81600000.0,82400000.0,74800000.0
Depreciation Income Statement,5753200000.0,5090700000.0,4448400000.0,3811300000.0
Selling General And Administration,7649000000.0,6749700000.0,4044000000.0,3197800000.0
Selling And Marketing Expense,6515200000.0,5835100000.0,3288900000.0,2443300000.0
General And Administrative Expense,1133800000.0,914600000.0,755100000.0,754500000.0
Rent And Landing Fees,396600000.0,303600000.0,179200000.0,147800000.0
Gross Profit,71983100000.0,61640100000.0,42099200000.0,33086800000.0
Cost Of Revenue,73935100000.0,61487400000.0,40854800000.0,37534400000.0
Total Revenue,145918200000.0,123127500000.0,82954000000.0,70621200000.0
Operating Revenue,145918200000.0,123127500000.0,82954000000.0,70621200000.0
