,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-26720000.0,504240000.0,666472572.03842,-3576480000.0
Tax Rate For Calcs,0.4,0.4,0.326574,0.3
Normalized EBITDA,12560300000.0,12157000000.0,11909400000.0,10693600000.0
Total Unusual Items,-66800000.0,1260600000.0,2040800000.0,-11921600000.0
Total Unusual Items Excluding Goodwill,-66800000.0,1260600000.0,2040800000.0,-11921600000.0
Net Income From Continuing Operation Net Minority Interest,554200000.0,1074800000.0,2273300000.0,-21520900000.0
Reconciled Depreciation,4642000000.0,4812800000.0,4799500000.0,5326400000.0
Reconciled Cost Of Revenue,43775600000.0,33061800000.0,19450500000.0,21878500000.0
EBITDA,12493500000.0,13417600000.0,13950200000.0,-1228000000.0
EBIT,7851500000.0,8604800000.0,9150700000.0,-6554400000.0
Net Interest Income,-5597300000.0,-4677000000.0,-5629000000.0,-6657800000.0
Interest Expense,5597300000.0,5500200000.0,5777500000.0,6527300000.0
Interest Income,,884100000.0,156800000.0,202400000.0
Normalized Income,594280000.0,318440000.0,898972572.03842,-13175780000.0
Net Income From Continuing And Discontinued Operation,554200000.0,1074800000.0,2783000000.0,-21520900000.0
Total Expenses,51303200000.0,39579900000.0,26003300000.0,29212300000.0
Rent Expense Supplemental,,6800000.0,6500000.0,7300000.0
Diluted Average Shares,6853458827.0,6853458827.0,10649366667.0,7291711055.0
Basic Average Shares,6853458827.0,6853458827.0,10649366667.0,6155590043.0
Diluted EPS,0.05,0.098,0.25,-3.01
Basic EPS,0.05,0.098,0.25,-3.01
Diluted NI Availto Com Stockholders,554200000.0,1043000000.0,2634800000.0,-21621100000.0
Net Income Common Stockholders,554200000.0,1043000000.0,2634800000.0,-21621100000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Preferred Stock Dividends,,31800000.0,36400000.0,
Net Income,554200000.0,1074800000.0,2671200000.0,-21621100000.0
Minority Interests,0.0,0.0,-143100000.0,-148900000.0
Net Income Including Noncontrolling Interests,554200000.0,1074800000.0,2814300000.0,-21472200000.0
Net Income Extraordinary,,0.0,-111800000.0,-100200000.0
Net Income Discontinuous Operations,,0.0,509700000.0,
Net Income Continuous Operations,554200000.0,1074800000.0,2271600000.0,-21372000000.0
Tax Provision,1700000000.0,2029800000.0,1101600000.0,8290300000.0
Pretax Income,2254200000.0,3104600000.0,3373200000.0,-13081700000.0
Other Non Operating Income Expenses,1354800000.0,137700000.0,120500000.0,442900000.0
Special Income Charges,-66800000.0,39100000.0,1129000000.0,-11921600000.0
Other Special Charges,,-107500000.0,-1190500000.0,11921600000.0
Write Off,,68400000.0,61500000.0,0.0
Net Non Operating Interest Income Expense,-5597300000.0,-4677000000.0,-5629000000.0,-6657800000.0
Total Other Finance Cost,,60900000.0,8300000.0,332900000.0
Interest Expense Non Operating,5597300000.0,5500200000.0,5777500000.0,6527300000.0
Interest Income Non Operating,,884100000.0,156800000.0,202400000.0
Operating Income,6563500000.0,6383300000.0,6841100000.0,5053900000.0
Operating Expense,7527600000.0,6518100000.0,6552800000.0,7333800000.0
Other Operating Expenses,1637600000.0,733800000.0,768700000.0,774100000.0
Depreciation And Amortization In Income Statement,4642000000.0,4812800000.0,4799500000.0,5326400000.0
Amortization,,156500000.0,156500000.0,156500000.0
Depreciation Income Statement,4642000000.0,4656300000.0,4643000000.0,5169900000.0
Selling General And Administration,,126200000.0,134200000.0,245100000.0
General And Administrative Expense,,126200000.0,134200000.0,245100000.0
Rent And Landing Fees,,6800000.0,6500000.0,7300000.0
Gross Profit,14091100000.0,12901400000.0,13393900000.0,12387700000.0
Cost Of Revenue,43775600000.0,33061800000.0,19450500000.0,21878500000.0
Total Revenue,57866700000.0,45963200000.0,32844400000.0,34266200000.0
Operating Revenue,57866700000.0,45963200000.0,32844400000.0,34266200000.0
