,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0
Normalized EBITDA,-2031800000.0,-1852619000.0,-1305955000.0,-3070479000.0
Total Unusual Items,31523000.0,53571000.0,10303000.0,67999000.0
Total Unusual Items Excluding Goodwill,31523000.0,53571000.0,10303000.0,67999000.0
Net Income From Continuing Operation Net Minority Interest,-2225800000.0,-2033954000.0,-1511388000.0,-3124034000.0
Reconciled Depreciation,117700000.0,101619000.0,109233000.0,94805000.0
Reconciled Cost Of Revenue,1715800000.0,1266971000.0,2064017000.0,1932239000.0
EBITDA,-2031800000.0,-1799048000.0,-1295652000.0,-3002480000.0
EBIT,-2149500000.0,-1900667000.0,-1404885000.0,-3097285000.0
Net Interest Income,-76300000.0,-119183000.0,-97532000.0,2570000.0
Interest Expense,76300000.0,133287000.0,106503000.0,26749000.0
Interest Income,75954000.0,14104000.0,8971000.0,29319000.0
Normalized Income,-2225800000.0,-2087525000.0,-1521691000.0,-3192033000.0
Net Income From Continuing And Discontinued Operation,-2225800000.0,-2033954000.0,-1511388000.0,-3124034000.0
Total Expenses,4646100000.0,3333216000.0,3988581000.0,3917689000.0
Rent Expense Supplemental,,0.0,,0.0
Diluted Average Shares,284695959.0,263144166.0,262047506.0,262047506.0
Basic Average Shares,284695959.0,263144166.0,262047506.0,262047506.0
Diluted EPS,-7.82,-7.73,-5.77,-11.92
Basic EPS,-7.82,-7.73,-5.77,-11.92
Diluted NI Availto Com Stockholders,-2225800000.0,-2033954000.0,-1511388000.0,-3124034000.0
Net Income Common Stockholders,-2225800000.0,-2033954000.0,-1511388000.0,-3124034000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-2225800000.0,-2033954000.0,-1511388000.0,-3124034000.0
Net Income Including Noncontrolling Interests,-2225800000.0,-2033954000.0,-1511388000.0,-3124034000.0
Net Income Continuous Operations,-2225800000.0,-2033954000.0,-1511388000.0,-3124034000.0
Tax Provision,0.0,0.0,0.0,0.0
Pretax Income,-2225800000.0,-2033954000.0,-1511388000.0,-3124034000.0
Other Non Operating Income Expenses,108800000.0,771000.0,4711000.0,310000.0
Special Income Charges,-1129000.0,48932000.0,4632000.0,1293000.0
Other Special Charges,1129000.0,-48932000.0,-2639000.0,-1293000.0
Write Off,,0.0,-1993000.0,
Net Non Operating Interest Income Expense,-76300000.0,-119183000.0,-97532000.0,2570000.0
Interest Expense Non Operating,76300000.0,133287000.0,106503000.0,26749000.0
Interest Income Non Operating,75954000.0,14104000.0,8971000.0,29319000.0
Operating Income,-2338300000.0,-1960727000.0,-1459010000.0,-3149545000.0
Operating Expense,2930300000.0,2066245000.0,1924564000.0,1985450000.0
Other Operating Expenses,423200000.0,269612000.0,348980000.0,494805000.0
Depreciation And Amortization In Income Statement,117700000.0,101619000.0,109233000.0,94805000.0
Depreciation Income Statement,117700000.0,101619000.0,109233000.0,94805000.0
Selling General And Administration,1319500000.0,695227000.0,519340000.0,439209000.0
General And Administrative Expense,1319500000.0,695227000.0,519340000.0,439209000.0
Rent And Landing Fees,,0.0,,0.0
Gross Profit,592000000.0,105518000.0,465554000.0,-1164095000.0
Cost Of Revenue,1715800000.0,1266971000.0,2064017000.0,1932239000.0
Total Revenue,2307800000.0,1372489000.0,2529571000.0,768144000.0
Operating Revenue,2307800000.0,1372489000.0,2529571000.0,768144000.0
