,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,179722870.813397,-7078260.0,-24255580.63707,-2872442.377679
Tax Rate For Calcs,0.237321,0.2661,0.256401,0.198099
Normalized EBITDA,15605000000.0,9994000000.0,6658000000.0,7311500000.0
Total Unusual Items,757300000.0,-26600000.0,-94600000.0,-14500000.0
Total Unusual Items Excluding Goodwill,757300000.0,-26600000.0,-94600000.0,-14500000.0
Net Income From Continuing Operation Net Minority Interest,11158000000.0,5983000000.0,3261200000.0,3966200000.0
Reconciled Depreciation,1345600000.0,1318700000.0,1334100000.0,1312100000.0
Reconciled Cost Of Revenue,24474400000.0,17903700000.0,14344100000.0,15819700000.0
EBITDA,16362300000.0,9967400000.0,6563400000.0,7297000000.0
EBIT,15016700000.0,8648700000.0,5229300000.0,5984900000.0
Net Interest Income,-386700000.0,-592700000.0,-904900000.0,-1087700000.0
Interest Expense,386700000.0,540700000.0,843600000.0,1038900000.0
Interest Income,18900000.0,3900000.0,5500000.0,6400000.0
Normalized Income,10580422870.813396,6002521740.0,3331544419.36293,3977827557.622321
Net Income From Continuing And Discontinued Operation,11415700000.0,6467000000.0,3261200000.0,3966200000.0
Total Expenses,31585900000.0,29061900000.0,23795200000.0,27011500000.0
Rent Expense Supplemental,26500000.0,30900000.0,39000000.0,89600000.0
Diluted Average Shares,95081527.0,95545654.0,95262327.0,97917070.0
Basic Average Shares,95081527.0,95253697.0,95013286.0,97917070.0
Diluted EPS,120.06,68.02,34.23,40.5
Basic EPS,120.06,68.24,34.32,40.5
Diluted NI Availto Com Stockholders,11415700000.0,6467000000.0,3261200000.0,3966200000.0
Net Income Common Stockholders,11415700000.0,6467000000.0,3261200000.0,3966200000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,11415700000.0,6467000000.0,3261200000.0,3966200000.0
Minority Interests,0.0,0.0,0.0,0.0
Net Income Including Noncontrolling Interests,11415700000.0,6467000000.0,3261200000.0,3966200000.0
Net Income Discontinuous Operations,257700000.0,484000000.0,,
Net Income Continuous Operations,11158000000.0,5983000000.0,3261200000.0,3966200000.0
Tax Provision,3472000000.0,2125000000.0,1124500000.0,979800000.0
Pretax Income,14630000000.0,8108000000.0,4385700000.0,4946000000.0
Other Non Operating Income Expenses,391100000.0,34400000.0,18700000.0,86200000.0
Special Income Charges,757300000.0,-31700000.0,-107300000.0,-23300000.0
Other Special Charges,-757300000.0,28400000.0,86700000.0,14800000.0
Write Off,100000.0,3300000.0,20600000.0,8500000.0
Net Non Operating Interest Income Expense,-386700000.0,-592700000.0,-904900000.0,-1087700000.0
Total Other Finance Cost,42400000.0,55900000.0,66800000.0,55200000.0
Interest Expense Non Operating,386700000.0,540700000.0,843600000.0,1038900000.0
Interest Income Non Operating,18900000.0,3900000.0,5500000.0,6400000.0
Operating Income,13868300000.0,8721700000.0,5205700000.0,6039700000.0
Operating Expense,7111500000.0,11158200000.0,9451100000.0,11191800000.0
Other Operating Expenses,4828600000.0,6909200000.0,4820600000.0,6133000000.0
Depreciation And Amortization In Income Statement,942200000.0,1167800000.0,1334100000.0,1312100000.0
Amortization,13800000.0,29100000.0,29900000.0,38800000.0
Depreciation Income Statement,942200000.0,1138700000.0,1304200000.0,1273300000.0
Selling General And Administration,3122600000.0,1550300000.0,1566200000.0,1778800000.0
Selling And Marketing Expense,2824600000.0,1201600000.0,1185700000.0,1470300000.0
General And Administrative Expense,298000000.0,348700000.0,380500000.0,308500000.0
Rent And Landing Fees,26500000.0,30900000.0,39000000.0,89600000.0
Gross Profit,20979800000.0,19879900000.0,14656800000.0,17231500000.0
Cost Of Revenue,24474400000.0,17903700000.0,14344100000.0,15819700000.0
Total Revenue,45454200000.0,37783600000.0,29000900000.0,33051200000.0
Operating Revenue,45454200000.0,37783600000.0,29000900000.0,33051200000.0
