,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,10512729.817746,-9879687.105964,4833660.145195
Tax Rate For Calcs,0.260059,0.261641,0.269789,0.167024
Normalized EBITDA,454700000.0,544170000.0,668700000.0,588970000.0
Total Unusual Items,0.0,40180000.0,-36620000.0,28940000.0
Total Unusual Items Excluding Goodwill,0.0,40180000.0,-36620000.0,28940000.0
Net Income From Continuing Operation Net Minority Interest,150800000.0,258470000.0,312720000.0,338480000.0
Reconciled Depreciation,219100000.0,210050000.0,186080000.0,193880000.0
Reconciled Cost Of Revenue,5609700000.0,6369390000.0,6181370000.0,5711790000.0
EBITDA,454700000.0,584350000.0,632080000.0,617910000.0
EBIT,235600000.0,374300000.0,446000000.0,424030000.0
Net Interest Income,-31800000.0,-23070000.0,-13920000.0,-16400000.0
Interest Expense,31800000.0,24240000.0,17740000.0,17680000.0
Interest Income,1660000.0,1920000.0,4540000.0,2150000.0
Normalized Income,150800000.0,228802729.817746,339460312.894036,314373660.145195
Net Income From Continuing And Discontinued Operation,150800000.0,258470000.0,312720000.0,338480000.0
Total Expenses,8246300000.0,8820120000.0,8441330000.0,7953980000.0
Rent Expense Supplemental,187110000.0,186010000.0,197810000.0,217210000.0
Diluted Average Shares,24004535.0,23908311.0,23723162.0,23585125.0
Basic Average Shares,23959840.0,23781025.0,23661818.0,23584626.0
Diluted EPS,6.28,10.81,13.17,14.35
Basic EPS,6.29,10.87,13.21,14.35
Diluted NI Availto Com Stockholders,150800000.0,258470000.0,312720000.0,338480000.0
Net Income Common Stockholders,150800000.0,258470000.0,312720000.0,338480000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,150800000.0,258470000.0,312720000.0,338480000.0
Minority Interests,0.0,0.0,0.0,
Net Income Including Noncontrolling Interests,150800000.0,258470000.0,312720000.0,338480000.0
Net Income Continuous Operations,150800000.0,258470000.0,312720000.0,338480000.0
Tax Provision,53000000.0,91590000.0,115540000.0,67870000.0
Pretax Income,203800000.0,350060000.0,428260000.0,406350000.0
Other Non Operating Income Expenses,2200000.0,23700000.0,8900000.0,
Special Income Charges,0.0,39860000.0,-39620000.0,-3100000.0
Other Special Charges,5490000.0,-39860000.0,-230000.0,1940000.0
Write Off,,0.0,39850000.0,1160000.0
Net Non Operating Interest Income Expense,-31800000.0,-23070000.0,-13920000.0,-16400000.0
Total Other Finance Cost,580000.0,750000.0,720000.0,870000.0
Interest Expense Non Operating,31800000.0,24240000.0,17740000.0,17680000.0
Interest Income Non Operating,1660000.0,1920000.0,4540000.0,2150000.0
Operating Income,233400000.0,334610000.0,480390000.0,393420000.0
Operating Expense,2636600000.0,2450730000.0,2259960000.0,2242190000.0
Other Operating Expenses,1577100000.0,686920000.0,515760000.0,471120000.0
Depreciation And Amortization In Income Statement,219100000.0,210050000.0,186080000.0,193880000.0
Depreciation Income Statement,219100000.0,210050000.0,186080000.0,193880000.0
Selling General And Administration,242900000.0,784500000.0,774060000.0,819620000.0
Selling And Marketing Expense,242900000.0,697510000.0,690960000.0,681520000.0
General And Administrative Expense,89400000.0,86990000.0,83100000.0,138100000.0
Rent And Landing Fees,187110000.0,186010000.0,197810000.0,217210000.0
Gross Profit,2870000000.0,2785340000.0,2740350000.0,2635610000.0
Cost Of Revenue,5609700000.0,6369390000.0,6181370000.0,5711790000.0
Total Revenue,8479700000.0,9154730000.0,8921720000.0,8347400000.0
Operating Revenue,8479700000.0,9154730000.0,8921720000.0,8347400000.0
