,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-176397334.502295,422310916.0,-665850000.0,24194352.0
Tax Rate For Calcs,0.385223,0.2308,0.3,0.2436
Normalized EBITDA,19069420000.0,20386880000.0,8990460000.0,11149200000.0
Total Unusual Items,-457910000.0,1916540000.0,-2135010000.0,130860000.0
Total Unusual Items Excluding Goodwill,-457910000.0,1829770000.0,-2219500000.0,99320000.0
Net Income From Continuing Operation Net Minority Interest,5283640000.0,10817560000.0,-1263810000.0,3498320000.0
Reconciled Depreciation,7355860000.0,7216240000.0,6121600000.0,5477150000.0
Reconciled Cost Of Revenue,59613530000.0,56927240000.0,36148620000.0,46947460000.0
EBITDA,18611510000.0,22303420000.0,6855450000.0,11280060000.0
EBIT,11255650000.0,15087180000.0,733850000.0,5802910000.0
Net Interest Income,-2986200000.0,-1200610000.0,-756720000.0,-1013540000.0
Interest Expense,2986200000.0,1282040000.0,988390000.0,1185820000.0
Interest Income,293270000.0,221690000.0,275270000.0,172280000.0
Normalized Income,5565152665.497705,9496870916.0,374330000.0,3454734352.0
Net Income From Continuing And Discontinued Operation,5283640000.0,10817560000.0,-1263810000.0,3498320000.0
Total Expenses,118783220000.0,86075930000.0,58118270000.0,70371390000.0
Rent Expense Supplemental,195340000.0,126050000.0,72600000.0,98030000.0
Diluted Average Shares,465588632.0,465588632.0,465588632.0,465588632.0
Basic Average Shares,465588632.0,465588632.0,465588632.0,465588632.0
Diluted EPS,11.35,23.23,-2.71,7.51
Basic EPS,11.35,23.23,-2.71,7.51
Diluted NI Availto Com Stockholders,5283640000.0,10817560000.0,-1263810000.0,3498320000.0
Net Income Common Stockholders,5283640000.0,10817560000.0,-1263810000.0,3498320000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,5283640000.0,10817560000.0,-1263810000.0,3498320000.0
Minority Interests,199770000.0,46950000.0,5850000.0,5860000.0
Net Income Including Noncontrolling Interests,5083870000.0,10770610000.0,-1269660000.0,3492460000.0
Net Income Continuous Operations,5083870000.0,10770610000.0,-1269660000.0,3492460000.0
Tax Provision,3185580000.0,3034530000.0,1015120000.0,1124630000.0
Pretax Income,8269450000.0,13805140000.0,-254540000.0,4617090000.0
Other Non Operating Income Expenses,1728570000.0,374390000.0,257390000.0,397570000.0
Special Income Charges,-457910000.0,1055580000.0,-3145990000.0,-858530000.0
Other Special Charges,440880000.0,352110000.0,3061360000.0,309060000.0
Write Off,72460000.0,-1494460000.0,140000.0,505700000.0
Impairment Of Capital Assets,,,0.0,12230000.0
Restructuring And Mergern Acquisition,0.0,,,
Net Non Operating Interest Income Expense,-2986200000.0,-1200610000.0,-756720000.0,-1013540000.0
Total Other Finance Cost,77530000.0,140260000.0,43600000.0,75020000.0
Interest Expense Non Operating,2986200000.0,1282040000.0,988390000.0,1185820000.0
Interest Income Non Operating,293270000.0,221690000.0,275270000.0,172280000.0
Operating Income,10319370000.0,12959800000.0,2704100000.0,6329550000.0
Operating Expense,59169690000.0,29148690000.0,21969650000.0,23423930000.0
Other Operating Expenses,36182830000.0,6147910000.0,4107500000.0,5663630000.0
Depreciation And Amortization In Income Statement,7355860000.0,7216240000.0,6037100000.0,5433380000.0
Amortization,236310000.0,142090000.0,126340000.0,142660000.0
Depreciation Income Statement,7355860000.0,7074150000.0,5910760000.0,5290720000.0
Selling General And Administration,8952590000.0,6690830000.0,3657240000.0,4287420000.0
Selling And Marketing Expense,7377460000.0,5364720000.0,2375570000.0,3297220000.0
General And Administrative Expense,1575130000.0,1326110000.0,1281670000.0,990200000.0
Rent And Landing Fees,195340000.0,126050000.0,72600000.0,98030000.0
Gross Profit,69489060000.0,42108490000.0,24673750000.0,29753480000.0
Cost Of Revenue,59613530000.0,56927240000.0,36148620000.0,46947460000.0
Total Revenue,129102590000.0,99035730000.0,60822370000.0,76700940000.0
Operating Revenue,129102590000.0,99035730000.0,60822370000.0,76700940000.0
