,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,56598700.0,1534947500.0,-195867950.0
Tax Rate For Calcs,0.276743,0.181,0.2525,0.2155
Normalized EBITDA,17135500000.0,14297900000.0,10423300000.0,15769400000.0
Total Unusual Items,551500000.0,312700000.0,6079000000.0,-908900000.0
Total Unusual Items Excluding Goodwill,542000000.0,312700000.0,6079000000.0,-908900000.0
Net Income From Continuing Operation Net Minority Interest,8227000000.0,7044000000.0,8099000000.0,7767500000.0
Reconciled Depreciation,5021200000.0,4395200000.0,4336500000.0,4175800000.0
Reconciled Cost Of Revenue,103532900000.0,92434900000.0,71310800000.0,69153800000.0
EBITDA,17135500000.0,14610600000.0,16502300000.0,14860500000.0
EBIT,12114300000.0,10215400000.0,12165800000.0,10684700000.0
Net Interest Income,-738400000.0,-562800000.0,-1508800000.0,-1015100000.0
Interest Expense,738400000.0,609300000.0,1421900000.0,965900000.0
Interest Income,13100000.0,80800000.0,20300000.0,66800000.0
Normalized Income,8227000000.0,6787898700.0,3554947500.0,8480532050.0
Net Income From Continuing And Discontinued Operation,8227000000.0,43669300000.0,8099000000.0,7767500000.0
Total Expenses,139917500000.0,117488900000.0,117388700000.0,114266200000.0
Rent Expense Supplemental,561800000.0,511000000.0,497200000.0,493100000.0
Diluted Average Shares,850000000.0,850000000.0,850000000.0,850000000.0
Basic Average Shares,850000000.0,850000000.0,850000000.0,850000000.0
Diluted EPS,9.68,51.38,9.53,9.14
Basic EPS,9.68,51.38,9.53,9.14
Diluted NI Availto Com Stockholders,8227000000.0,43669300000.0,8099000000.0,7767500000.0
Net Income Common Stockholders,8227000000.0,43669300000.0,8099000000.0,7767500000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,8227000000.0,43669300000.0,8099000000.0,7767500000.0
Minority Interests,-700000.0,100900000.0,68000000.0,142700000.0
Net Income Including Noncontrolling Interests,8227700000.0,43568400000.0,8031000000.0,7624800000.0
Net Income Discontinuous Operations,0.0,36625300000.0,,
Net Income Continuous Operations,8227700000.0,6943100000.0,8031000000.0,7624800000.0
Tax Provision,3148200000.0,2663000000.0,2712900000.0,2094000000.0
Pretax Income,11375900000.0,9606100000.0,10743900000.0,9718800000.0
Other Non Operating Income Expenses,1247400000.0,63900000.0,-23265300000.0,-16084700000.0
Special Income Charges,55300000.0,-200000.0,-1800000.0,-143800000.0
Other Special Charges,-64800000.0,200000.0,1800000.0,143800000.0
Net Non Operating Interest Income Expense,-738400000.0,-562800000.0,-1508800000.0,-1015100000.0
Total Other Finance Cost,48800000.0,34300000.0,107200000.0,116000000.0
Interest Expense Non Operating,738400000.0,609300000.0,1421900000.0,965900000.0
Interest Income Non Operating,13100000.0,80800000.0,20300000.0,66800000.0
Operating Income,10864100000.0,9638600000.0,17364700000.0,17527400000.0
Operating Expense,36384600000.0,25054000000.0,46077900000.0,45112400000.0
Other Operating Expenses,21337200000.0,5405600000.0,7751000000.0,9413700000.0
Depreciation And Amortization In Income Statement,5021200000.0,4395200000.0,4336500000.0,4175800000.0
Amortization,209100000.0,160600000.0,172300000.0,155800000.0
Depreciation Income Statement,5021200000.0,4234600000.0,4164200000.0,4020000000.0
Selling General And Administration,2588400000.0,6443300000.0,22804300000.0,20729800000.0
Selling And Marketing Expense,1177500000.0,5022000000.0,5757300000.0,6471400000.0
General And Administrative Expense,1410900000.0,1421300000.0,17047000000.0,14258400000.0
Rent And Landing Fees,561800000.0,511000000.0,497200000.0,493100000.0
Gross Profit,47248700000.0,34692600000.0,63442600000.0,62639800000.0
Cost Of Revenue,103532900000.0,92434900000.0,71310800000.0,69153800000.0
Total Revenue,150781600000.0,127127500000.0,134753400000.0,131793600000.0
Operating Revenue,150781600000.0,127127500000.0,134753400000.0,131793600000.0
