,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,2386801880.196839,1723134861.035894,-2375065591.007773,-4758540000.0
Tax Rate For Calcs,0.191018,0.225252,0.307759,0.3
Normalized EBITDA,229972200000.0,170140500000.0,163158500000.0,134913000000.0
Total Unusual Items,12495200000.0,7649800000.0,-5788800000.0,-9227600000.0
Total Unusual Items Excluding Goodwill,12495200000.0,7649800000.0,-7717300000.0,-15861800000.0
Net Income From Continuing Operation Net Minority Interest,102815000000.0,65773200000.0,40020200000.0,1270400000.0
Reconciled Depreciation,43568100000.0,35026600000.0,43988900000.0,49762900000.0
Reconciled Cost Of Revenue,739875600000.0,519789700000.0,384755200000.0,525520400000.0
EBITDA,242467400000.0,177790300000.0,157369700000.0,125685400000.0
EBIT,198899300000.0,142763700000.0,113380800000.0,75922500000.0
Net Interest Income,-58297000000.0,-46015600000.0,-56463600000.0,-55978800000.0
Interest Expense,58297000000.0,49146000000.0,59903500000.0,59376400000.0
Interest Income,5222700000.0,4164900000.0,4558600000.0,4667700000.0
Normalized Income,92706601880.19684,59846534861.0359,47290934408.992226,19007860000.0
Net Income From Continuing And Discontinued Operation,102815000000.0,65773200000.0,18124900000.0,1270400000.0
Total Expenses,1053400700000.0,780768600000.0,629666100000.0,861765300000.0
Rent Expense Supplemental,3238200000.0,2719500000.0,2327900000.0,2997900000.0
Diluted Average Shares,1117314010.0,1115531009.0,1114380096.0,1109043880.0
Basic Average Shares,1112619910.0,1110943402.0,1109369466.0,1104452959.0
Diluted EPS,91.96,58.83,16.15,1.04
Basic EPS,92.41,59.2,16.33,1.15
Diluted NI Availto Com Stockholders,102815000000.0,65623800000.0,17995300000.0,1149700000.0
Average Dilution Earnings,-71600000.0,-149400000.0,-129600000.0,-120700000.0
Net Income Common Stockholders,102815000000.0,65773200000.0,18124900000.0,1270400000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,102815000000.0,65773200000.0,18124900000.0,1270400000.0
Minority Interests,-10929800000.0,-6756900000.0,3001000000.0,4480400000.0
Net Income Including Noncontrolling Interests,113744800000.0,72530100000.0,15123900000.0,-3210000000.0
Net Income Discontinuous Operations,,0.0,-21895300000.0,
Net Income Continuous Operations,113744800000.0,72530100000.0,37019200000.0,-3210000000.0
Tax Provision,26857500000.0,21087600000.0,16458100000.0,19756100000.0
Pretax Income,140602300000.0,93617700000.0,53477300000.0,16546100000.0
Other Non Operating Income Expenses,12064900000.0,1604800000.0,1853400000.0,1445000000.0
Special Income Charges,12495200000.0,4093300000.0,-11527200000.0,-18826700000.0
Other Special Charges,-12495200000.0,-5016000000.0,-4951400000.0,-3659800000.0
Write Off,6282300000.0,-827600000.0,2318300000.0,3628900000.0
Impairment Of Capital Assets,10117700000.0,1750300000.0,12231800000.0,12223400000.0
Net Non Operating Interest Income Expense,-58297000000.0,-46015600000.0,-56463600000.0,-55978800000.0
Total Other Finance Cost,1302100000.0,1034500000.0,1118700000.0,1270100000.0
Interest Expense Non Operating,58297000000.0,49146000000.0,59903500000.0,59376400000.0
Interest Income Non Operating,5222700000.0,4164900000.0,4558600000.0,4667700000.0
Operating Income,159284800000.0,111801900000.0,102984400000.0,75879800000.0
Operating Expense,313525100000.0,260978900000.0,244910900000.0,336244900000.0
Other Operating Expenses,173177500000.0,95163300000.0,99027000000.0,113276500000.0
Depreciation And Amortization In Income Statement,43568100000.0,35026600000.0,33781100000.0,49762900000.0
Amortization,13232600000.0,9678200000.0,,
Depreciation Income Statement,43568100000.0,25348400000.0,33781100000.0,49762900000.0
Selling General And Administration,67549000000.0,53337300000.0,41769600000.0,72234400000.0
Selling And Marketing Expense,65598600000.0,51505800000.0,39955000000.0,70472900000.0
General And Administrative Expense,1950400000.0,1831500000.0,1814600000.0,1761500000.0
Rent And Landing Fees,3238200000.0,2719500000.0,2327900000.0,2997900000.0
Gross Profit,472809900000.0,372780800000.0,347895300000.0,412124700000.0
Cost Of Revenue,739875600000.0,519789700000.0,384755200000.0,525520400000.0
Total Revenue,1212685500000.0,892570500000.0,732650500000.0,937645100000.0
Operating Revenue,1212685500000.0,892570500000.0,732650500000.0,937645100000.0
