,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,956659907.483683,255596737.652923,676623636.363636
Tax Rate For Calcs,0.232746,0.302262,0.383779,0.341212
Normalized EBITDA,20968000000.0,21927000000.0,11330000000.0,15447000000.0
Total Unusual Items,0.0,3165000000.0,666000000.0,1983000000.0
Total Unusual Items Excluding Goodwill,0.0,3165000000.0,666000000.0,1983000000.0
Net Income From Continuing Operation Net Minority Interest,8190700000.0,10556000000.0,1504000000.0,4548000000.0
Reconciled Depreciation,6152400000.0,6007000000.0,5731000000.0,6197000000.0
Reconciled Cost Of Revenue,85742300000.0,75735000000.0,56842000000.0,54989000000.0
EBITDA,20968000000.0,25092000000.0,11996000000.0,17430000000.0
EBIT,14815600000.0,19085000000.0,6265000000.0,11233000000.0
Net Interest Income,-3807900000.0,-3435000000.0,-4274000000.0,-5155000000.0
Interest Expense,3807900000.0,3304000000.0,4058000000.0,4633000000.0
Interest Income,444000000.0,351000000.0,218000000.0,173000000.0
Normalized Income,8190700000.0,8347659907.483683,1093596737.652923,3241623636.363636
Net Income From Continuing And Discontinued Operation,8190700000.0,10556000000.0,1504000000.0,4548000000.0
Total Expenses,151780800000.0,129478000000.0,98793000000.0,102004000000.0
Rent Expense Supplemental,823000000.0,774000000.0,,930000000.0
Diluted Average Shares,143784657.0,143784657.0,139993230.0,139125159.0
Basic Average Shares,143784657.0,143784657.0,139993230.0,139125159.0
Diluted EPS,56.97,73.42,10.74,32.7
Basic EPS,56.97,73.42,10.74,32.7
Diluted NI Availto Com Stockholders,8190700000.0,10556000000.0,1504000000.0,4548000000.0
Net Income Common Stockholders,8190700000.0,10556000000.0,1504000000.0,4548000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,8190700000.0,10556000000.0,1504000000.0,4548000000.0
Minority Interests,-255000000.0,-528000000.0,136000000.0,231000000.0
Net Income Including Noncontrolling Interests,8445700000.0,11084000000.0,1368000000.0,4317000000.0
Net Income Continuous Operations,8445700000.0,11084000000.0,1368000000.0,4317000000.0
Tax Provision,2562000000.0,4770000000.0,847000000.0,2252000000.0
Pretax Income,11007700000.0,15781000000.0,2207000000.0,6600000000.0
Other Non Operating Income Expenses,903400000.0,161000000.0,185000000.0,110000000.0
Special Income Charges,0.0,2901000000.0,577000000.0,1946000000.0
Other Special Charges,150000000.0,40000000.0,-577000000.0,-1946000000.0
Write Off,,0.0,45000000.0,
Restructuring And Mergern Acquisition,0.0,-2941000000.0,,
Net Non Operating Interest Income Expense,-3807900000.0,-3435000000.0,-4274000000.0,-5155000000.0
Total Other Finance Cost,671000000.0,482000000.0,434000000.0,695000000.0
Interest Expense Non Operating,3807900000.0,3304000000.0,4058000000.0,4633000000.0
Interest Income Non Operating,444000000.0,351000000.0,218000000.0,173000000.0
Operating Income,14343700000.0,15884000000.0,5887000000.0,9711000000.0
Operating Expense,66038500000.0,53743000000.0,41951000000.0,47015000000.0
Other Operating Expenses,38448300000.0,14257000000.0,11799000000.0,11636000000.0
Depreciation And Amortization In Income Statement,6152400000.0,6007000000.0,5731000000.0,6197000000.0
Amortization,404000000.0,408000000.0,224000000.0,260000000.0
Depreciation Income Statement,6152400000.0,5599000000.0,5507000000.0,5937000000.0
Selling General And Administration,21326000000.0,15839000000.0,9181000000.0,10320000000.0
Selling And Marketing Expense,6397000000.0,3648000000.0,1998000000.0,2271000000.0
General And Administrative Expense,14929000000.0,12191000000.0,7183000000.0,8049000000.0
Rent And Landing Fees,823000000.0,774000000.0,,930000000.0
Gross Profit,80382200000.0,69627000000.0,47838000000.0,56726000000.0
Cost Of Revenue,85742300000.0,75735000000.0,56842000000.0,54989000000.0
Total Revenue,166124500000.0,145362000000.0,104680000000.0,111715000000.0
Operating Revenue,166124500000.0,145362000000.0,104680000000.0,111715000000.0
