,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,720318790.675485,70463854.5,60173400.0,27731690.741463
Tax Rate For Calcs,0.119022,0.2405,0.3,0.255436
Normalized EBITDA,16352394000.0,7768562000.0,5646760000.0,10188072000.0
Total Unusual Items,6051957000.0,292989000.0,200578000.0,108566000.0
Total Unusual Items Excluding Goodwill,6051957000.0,292989000.0,200578000.0,108566000.0
Net Income From Continuing Operation Net Minority Interest,13349609000.0,2373546000.0,526078000.0,3347311000.0
Reconciled Depreciation,2278132000.0,1858542000.0,2094350000.0,2076215000.0
Reconciled Cost Of Revenue,1488581000.0,1569976000.0,1183426000.0,2407117000.0
EBITDA,22404351000.0,8061551000.0,5847338000.0,10296638000.0
EBIT,20126219000.0,6203009000.0,3752988000.0,8220423000.0
Net Interest Income,-3411827000.0,-2582350000.0,-2933366000.0,-3058054000.0
Interest Expense,3411827000.0,2922537000.0,3460743000.0,3440694000.0
Interest Income,424232000.0,365326000.0,546459000.0,423192000.0
Normalized Income,8017970790.675485,2151020854.5,385673400.0,3266476690.741463
Net Income From Continuing And Discontinued Operation,13349609000.0,2373546000.0,526078000.0,3347311000.0
Total Expenses,13472214000.0,8962838000.0,7398343000.0,10747514000.0
Rent Expense Supplemental,439643000.0,268878000.0,194971000.0,87972000.0
Diluted Average Shares,178684867.0,178447712.0,171172714.0,153763195.0
Basic Average Shares,178565968.0,178300869.0,164593886.0,153370593.0
Diluted EPS,74.71,13.3,3.37,21.77
Basic EPS,74.76,13.31,3.37,21.82
Diluted NI Availto Com Stockholders,13349609000.0,2373546000.0,526078000.0,3347311000.0
Net Income Common Stockholders,13349609000.0,2373546000.0,526078000.0,3347311000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,13349609000.0,2373546000.0,526078000.0,3347311000.0
Minority Interests,-1426062000.0,-308496000.0,48645000.0,-537669000.0
Net Income Including Noncontrolling Interests,14775671000.0,2682042000.0,477434000.0,3884979000.0
Net Income Continuous Operations,14775671000.0,2682042000.0,477434000.0,3884979000.0
Tax Provision,1989388000.0,800616000.0,-46800000.0,1220916000.0
Pretax Income,16714392000.0,3280472000.0,292245000.0,4779729000.0
Other Non Operating Income Expenses,1163025000.0,33954000.0,34702000.0,22970000.0
Special Income Charges,6051957000.0,-22752000.0,168961000.0,5536000.0
Other Special Charges,-490042000.0,5349000.0,-176175000.0,-18700000.0
Write Off,13863000.0,17403000.0,7214000.0,13164000.0
Net Non Operating Interest Income Expense,-3411827000.0,-2582350000.0,-2933366000.0,-3058054000.0
Total Other Finance Cost,106444000.0,25139000.0,19082000.0,40552000.0
Interest Expense Non Operating,3411827000.0,2922537000.0,3460743000.0,3440694000.0
Interest Income Non Operating,424232000.0,365326000.0,546459000.0,423192000.0
Operating Income,12911237000.0,5530988000.0,2990575000.0,7683891000.0
Operating Expense,11983633000.0,7392862000.0,6214917000.0,8340397000.0
Other Operating Expenses,7380773000.0,2955951000.0,2367972000.0,3827407000.0
Depreciation And Amortization In Income Statement,2278132000.0,1858542000.0,2094350000.0,2076215000.0
Depreciation Income Statement,2278132000.0,1858542000.0,2094350000.0,2076215000.0
Selling General And Administration,1894037000.0,1078324000.0,774508000.0,1670999000.0
Selling And Marketing Expense,1085183000.0,493614000.0,368746000.0,861294000.0
General And Administrative Expense,808854000.0,584710000.0,405762000.0,809705000.0
Rent And Landing Fees,439643000.0,268878000.0,194971000.0,87972000.0
Gross Profit,24894870000.0,12923850000.0,9205492000.0,16024288000.0
Cost Of Revenue,1488581000.0,1569976000.0,1183426000.0,2407117000.0
Total Revenue,26383451000.0,14493826000.0,10388918000.0,18431405000.0
Operating Revenue,26383451000.0,14493826000.0,10388918000.0,18431405000.0
