,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,182958300.0,34617500.0,-104468000.0
Tax Rate For Calcs,0.266667,0.339,0.305,0.205
Normalized EBITDA,9990000000.0,5724300000.0,8177000000.0,10656000000.0
Total Unusual Items,0.0,539700000.0,113500000.0,-509600000.0
Total Unusual Items Excluding Goodwill,0.0,539700000.0,113500000.0,-509600000.0
Net Income From Continuing Operation Net Minority Interest,2450000000.0,480300000.0,2790600000.0,4421800000.0
Reconciled Depreciation,3730000000.0,3608900000.0,2915800000.0,2902800000.0
Reconciled Cost Of Revenue,42110000000.0,31210400000.0,26053100000.0,26433300000.0
EBITDA,9990000000.0,6264000000.0,8290500000.0,10146400000.0
EBIT,6260000000.0,2655100000.0,5374700000.0,7243600000.0
Net Interest Income,-3110000000.0,-2276100000.0,-1793500000.0,-1946200000.0
Interest Expense,3110000000.0,2173500000.0,1572500000.0,1827600000.0
Interest Income,,44500000.0,72000000.0,66800000.0
Normalized Income,2450000000.0,123558300.0,2711717500.0,4826932000.0
Net Income From Continuing And Discontinued Operation,1410000000.0,619500000.0,2754700000.0,4339000000.0
Total Expenses,63440000000.0,54529600000.0,42487600000.0,42911900000.0
Rent Expense Supplemental,160000000.0,114800000.0,44100000.0,100000000.0
Diluted Average Shares,401600000.0,401000000.0,402000000.0,407800000.0
Basic Average Shares,398100000.0,397100000.0,397800000.0,403300000.0
Diluted EPS,3.5,1.5,6.85,10.64
Basic EPS,3.53,1.51,6.93,10.76
Diluted NI Availto Com Stockholders,1410000000.0,619500000.0,2754700000.0,4339000000.0
Net Income Common Stockholders,1410000000.0,619500000.0,2754700000.0,4339000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1410000000.0,619500000.0,2754700000.0,4339000000.0
Minority Interests,140000000.0,146100000.0,101100000.0,94600000.0
Net Income Including Noncontrolling Interests,1270000000.0,473400000.0,2653600000.0,4244400000.0
Net Income Discontinuous Operations,-1040000000.0,139200000.0,-35900000.0,-82800000.0
Net Income Continuous Operations,2310000000.0,334200000.0,2689500000.0,4327200000.0
Tax Provision,840000000.0,147400000.0,1112700000.0,1088800000.0
Pretax Income,3150000000.0,481600000.0,3802200000.0,5416000000.0
Other Non Operating Income Expenses,410000000.0,171300000.0,235000000.0,228200000.0
Special Income Charges,0.0,526600000.0,16500000.0,-531900000.0
Other Special Charges,50000000.0,-526600000.0,-25700000.0,481400000.0
Write Off,,0.0,9200000.0,50500000.0
Net Non Operating Interest Income Expense,-3110000000.0,-2276100000.0,-1793500000.0,-1946200000.0
Total Other Finance Cost,650000000.0,147100000.0,293000000.0,185400000.0
Interest Expense Non Operating,3110000000.0,2173500000.0,1572500000.0,1827600000.0
Interest Income Non Operating,,44500000.0,72000000.0,66800000.0
Operating Income,5810000000.0,2093400000.0,5263200000.0,7857600000.0
Operating Expense,21330000000.0,23319200000.0,16434500000.0,16478600000.0
Other Operating Expenses,18240000000.0,6369200000.0,4338600000.0,4978600000.0
Depreciation And Amortization In Income Statement,3090000000.0,3255100000.0,2852600000.0,2902800000.0
Amortization,350000000.0,415300000.0,360100000.0,452400000.0
Depreciation Income Statement,3090000000.0,2839800000.0,2492500000.0,2450400000.0
Research And Development,400000000.0,0.0,0.0,0.0
Selling General And Administration,6830000000.0,4883700000.0,2596400000.0,2398300000.0
Selling And Marketing Expense,5140000000.0,3431600000.0,1638100000.0,1338500000.0
General And Administrative Expense,1690000000.0,1452100000.0,958300000.0,1059800000.0
Rent And Landing Fees,160000000.0,114800000.0,44100000.0,100000000.0
Gross Profit,27140000000.0,25412600000.0,21697700000.0,24336200000.0
Cost Of Revenue,42110000000.0,31210400000.0,26053100000.0,26433300000.0
Total Revenue,69250000000.0,56623000000.0,47750800000.0,50769500000.0
Operating Revenue,69250000000.0,56623000000.0,47750800000.0,50769500000.0
