,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-6089726.469955,12492244.776734,-57692175.579501,-90481500.0
Tax Rate For Calcs,0.279345,0.260728,0.267505,0.3
Normalized EBITDA,2032500000.0,2151633000.0,2027310000.0,1463155000.0
Total Unusual Items,-21800000.0,47913000.0,-215668000.0,-301605000.0
Total Unusual Items Excluding Goodwill,-21800000.0,47913000.0,-215668000.0,-301605000.0
Net Income From Continuing Operation Net Minority Interest,715000000.0,886871000.0,577032000.0,150025000.0
Reconciled Depreciation,678500000.0,639529000.0,613364000.0,589452000.0
Reconciled Cost Of Revenue,10694400000.0,9930485000.0,8358037000.0,7244977000.0
EBITDA,2010700000.0,2199546000.0,1811642000.0,1161550000.0
EBIT,1332200000.0,1560017000.0,1198278000.0,572098000.0
Net Interest Income,-403600000.0,-238834000.0,-329739000.0,-386186000.0
Interest Expense,403600000.0,296392000.0,361825000.0,476295000.0
Interest Income,73826000.0,57558000.0,71299000.0,107962000.0
Normalized Income,730710273.530045,851450244.776734,735007824.420499,361148500.0
Net Income From Continuing And Discontinued Operation,715000000.0,886871000.0,577032000.0,150025000.0
Total Expenses,23437800000.0,19416005000.0,15121232000.0,15273991000.0
Rent Expense Supplemental,15600000.0,9357000.0,11008000.0,15000000.0
Diluted Average Shares,42474208.0,42474208.0,42474208.0,42379426.0
Basic Average Shares,42474208.0,42474208.0,42474208.0,42379426.0
Diluted EPS,16.83,20.88,13.43,3.54
Basic EPS,16.83,20.88,13.43,3.54
Diluted NI Availto Com Stockholders,715000000.0,886871000.0,577032000.0,150025000.0
Net Income Common Stockholders,715000000.0,886871000.0,577032000.0,150025000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,715000000.0,886871000.0,577032000.0,150025000.0
Minority Interests,45800000.0,-47292000.0,-35666000.0,-45003000.0
Net Income Including Noncontrolling Interests,669200000.0,934163000.0,612698000.0,195028000.0
Net Income Continuous Operations,669200000.0,934163000.0,612698000.0,195028000.0
Tax Provision,259400000.0,329462000.0,223755000.0,-99225000.0
Pretax Income,928600000.0,1263625000.0,836453000.0,95803000.0
Other Non Operating Income Expenses,145400000.0,8616000.0,28236000.0,16604000.0
Special Income Charges,-21800000.0,12246000.0,-207056000.0,-304136000.0
Other Special Charges,-84992000.0,-40017000.0,167496000.0,279798000.0
Write Off,14289000.0,25963000.0,11307000.0,12719000.0
Impairment Of Capital Assets,2380000.0,1808000.0,28253000.0,11619000.0
Net Non Operating Interest Income Expense,-403600000.0,-238834000.0,-329739000.0,-386186000.0
Total Other Finance Cost,,,39213000.0,17853000.0
Interest Expense Non Operating,403600000.0,296392000.0,361825000.0,476295000.0
Interest Income Non Operating,73826000.0,57558000.0,71299000.0,107962000.0
Operating Income,1208600000.0,1434892000.0,1342549000.0,781914000.0
Operating Expense,12743400000.0,9485520000.0,6763195000.0,8029014000.0
Other Operating Expenses,9192100000.0,5877117000.0,3596649000.0,4507103000.0
Depreciation And Amortization In Income Statement,678500000.0,639529000.0,613364000.0,589452000.0
Depreciation Income Statement,678500000.0,639529000.0,613364000.0,589452000.0
Selling General And Administration,643066000.0,453692000.0,334666000.0,571796000.0
Selling And Marketing Expense,542647000.0,338406000.0,254137000.0,518431000.0
General And Administrative Expense,100419000.0,115286000.0,80529000.0,53365000.0
Rent And Landing Fees,15600000.0,9357000.0,11008000.0,15000000.0
Gross Profit,13952000000.0,10920412000.0,8105744000.0,8810928000.0
Cost Of Revenue,10694400000.0,9930485000.0,8358037000.0,7244977000.0
Total Revenue,24646400000.0,20850897000.0,16463781000.0,16055905000.0
Operating Revenue,24646400000.0,20850897000.0,16463781000.0,16055905000.0
