,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,40848169.69697,235612578.986691,-3817204.040419,-16986391.842534
Tax Rate For Calcs,0.145212,0.106843,0.093593,0.340716
Normalized EBITDA,3307900000.0,2867702000.0,2760442000.0,3872624000.0
Total Unusual Items,281300000.0,2205213000.0,-40785000.0,-49855000.0
Total Unusual Items Excluding Goodwill,281300000.0,2205213000.0,-40785000.0,-49855000.0
Net Income From Continuing Operation Net Minority Interest,1250800000.0,3295845000.0,1092017000.0,1146557000.0
Reconciled Depreciation,939600000.0,802883000.0,801184000.0,829721000.0
Reconciled Cost Of Revenue,15823100000.0,19681508000.0,15424557000.0,23866938000.0
EBITDA,3589200000.0,5072915000.0,2719657000.0,3822769000.0
EBIT,2649600000.0,4270032000.0,1918473000.0,2993048000.0
Net Interest Income,-999600000.0,-491469000.0,-772388000.0,-1369654000.0
Interest Expense,999600000.0,579923000.0,713697000.0,1253954000.0
Interest Income,247171000.0,242505000.0,92887000.0,96893000.0
Normalized Income,1010348169.69697,1326244578.986691,1128984795.959581,1179425608.157466
Net Income From Continuing And Discontinued Operation,1250800000.0,3398510000.0,1316071000.0,1146557000.0
Total Expenses,24492900000.0,26256551000.0,20409084000.0,30644837000.0
Rent Expense Supplemental,26321000.0,25251000.0,12922000.0,26224000.0
Diluted Average Shares,30961500.0,30961500.0,30961500.0,30961500.0
Basic Average Shares,30961500.0,30961500.0,30961500.0,30961500.0
Diluted EPS,45.55,109.77,42.51,37.03
Basic EPS,45.55,109.77,42.51,37.03
Diluted NI Availto Com Stockholders,1250800000.0,3398510000.0,1316071000.0,1146557000.0
Net Income Common Stockholders,1250800000.0,3398510000.0,1316071000.0,1146557000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1250800000.0,3398510000.0,1316071000.0,1146557000.0
Minority Interests,-159600000.0,0.0,0.0,0.0
Net Income Including Noncontrolling Interests,1410400000.0,3398510000.0,1316017000.0,1146557000.0
Net Income Discontinuous Operations,0.0,102665000.0,224054000.0,
Net Income Continuous Operations,1410400000.0,3295845000.0,1092017000.0,1146557000.0
Tax Provision,239600000.0,394264000.0,112759000.0,592537000.0
Pretax Income,1650000000.0,3690109000.0,1204776000.0,1739094000.0
Other Non Operating Income Expenses,238900000.0,6635000.0,87832000.0,18070000.0
Special Income Charges,281300000.0,2203755000.0,-40785000.0,-49855000.0
Other Special Charges,-295698000.0,-2212491000.0,553000.0,-830000.0
Write Off,0.0,8736000.0,40232000.0,50685000.0
Restructuring And Mergern Acquisition,,-2213400000.0,,
Net Non Operating Interest Income Expense,-999600000.0,-491469000.0,-772388000.0,-1369654000.0
Total Other Finance Cost,182815000.0,154051000.0,151578000.0,212593000.0
Interest Expense Non Operating,999600000.0,579923000.0,713697000.0,1253954000.0
Interest Income Non Operating,247171000.0,242505000.0,92887000.0,96893000.0
Operating Income,2015700000.0,1876221000.0,2072833000.0,3551242000.0
Operating Expense,8669800000.0,6575043000.0,4984527000.0,6777899000.0
Other Operating Expenses,6842200000.0,4057648000.0,2781081000.0,4181468000.0
Depreciation And Amortization In Income Statement,939600000.0,802883000.0,801184000.0,829721000.0
Amortization,2359000.0,53284000.0,59901000.0,58702000.0
Depreciation Income Statement,939600000.0,749599000.0,741283000.0,771019000.0
Selling General And Administration,1129172000.0,1225203000.0,1075111000.0,1259070000.0
Selling And Marketing Expense,653706000.0,933984000.0,707681000.0,914101000.0
General And Administrative Expense,475466000.0,291219000.0,367430000.0,344969000.0
Rent And Landing Fees,26321000.0,25251000.0,12922000.0,26224000.0
Gross Profit,10685500000.0,8451264000.0,7057360000.0,10329141000.0
Cost Of Revenue,15823100000.0,19681508000.0,15424557000.0,23866938000.0
Total Revenue,26508600000.0,28132772000.0,22481917000.0,34196079000.0
Operating Revenue,26508600000.0,28132772000.0,22481917000.0,34196079000.0
