,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,103912600.0,817940080.0,86003720.0
Tax Rate For Calcs,0.270092,0.298,0.2594,0.0781
Normalized EBITDA,20446400000.0,25994200000.0,25949500000.0,19512900000.0
Total Unusual Items,703800000.0,348700000.0,3153200000.0,1101200000.0
Total Unusual Items Excluding Goodwill,703800000.0,348700000.0,3153200000.0,1101200000.0
Net Income From Continuing Operation Net Minority Interest,10342200000.0,15659800000.0,16547600000.0,12272500000.0
Reconciled Depreciation,3082900000.0,2997400000.0,2892200000.0,3022100000.0
Reconciled Cost Of Revenue,197042900000.0,97644000000.0,74732500000.0,70135600000.0
EBITDA,20446400000.0,26342900000.0,29102700000.0,20614100000.0
EBIT,17363500000.0,23345500000.0,26207500000.0,17592000000.0
Net Interest Income,-3200200000.0,-1116600000.0,-2657800000.0,-4319000000.0
Interest Expense,3200200000.0,1036500000.0,2612200000.0,4311400000.0
Interest Income,272200000.0,93000000.0,137400000.0,193100000.0
Normalized Income,10342200000.0,15415012600.0,14212340080.0,11257303720.0
Net Income From Continuing And Discontinued Operation,10342200000.0,15659800000.0,16547600000.0,12261900000.0
Total Expenses,262617500000.0,140841000000.0,105287400000.0,104359400000.0
Rent Expense Supplemental,78900000.0,68600000.0,100900000.0,228500000.0
Diluted Average Shares,416207852.0,416207852.0,416207852.0,416207852.0
Basic Average Shares,416207852.0,416207852.0,416207852.0,416207852.0
Diluted EPS,24.85,37.62,39.76,29.46
Basic EPS,24.85,37.62,39.76,29.46
Diluted NI Availto Com Stockholders,10342200000.0,15659800000.0,16547600000.0,12261900000.0
Net Income Common Stockholders,10342200000.0,15659800000.0,16547600000.0,12261900000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,10342200000.0,15659800000.0,16547600000.0,12261900000.0
Minority Interests,4300000.0,-800000.0,-928300000.0,6300000.0
Net Income Including Noncontrolling Interests,10337900000.0,15660600000.0,17475900000.0,12255600000.0
Net Income Discontinuous Operations,,,0.0,-10600000.0
Net Income Continuous Operations,10337900000.0,15660600000.0,17475900000.0,12266200000.0
Tax Provision,3825400000.0,6648400000.0,6119400000.0,1014400000.0
Pretax Income,14163300000.0,22309000000.0,23595300000.0,13280600000.0
Other Non Operating Income Expenses,1677600000.0,156500000.0,102900000.0,73400000.0
Special Income Charges,336100000.0,150800000.0,3365900000.0,832300000.0
Other Special Charges,-426300000.0,-236400000.0,-3448100000.0,-1115700000.0
Write Off,90200000.0,85600000.0,82200000.0,105500000.0
Impairment Of Capital Assets,,,0.0,177900000.0
Net Non Operating Interest Income Expense,-3200200000.0,-1116600000.0,-2657800000.0,-4319000000.0
Total Other Finance Cost,176300000.0,173100000.0,183000000.0,200700000.0
Interest Expense Non Operating,3200200000.0,1036500000.0,2612200000.0,4311400000.0
Interest Income Non Operating,272200000.0,93000000.0,137400000.0,193100000.0
Operating Income,15110600000.0,19834000000.0,21902700000.0,17700100000.0
Operating Expense,65574600000.0,43197000000.0,30554900000.0,34223800000.0
Other Operating Expenses,60581700000.0,37892800000.0,25334700000.0,29217800000.0
Depreciation And Amortization In Income Statement,3082900000.0,2997400000.0,2895200000.0,2871900000.0
Depreciation Income Statement,3082900000.0,2997400000.0,2895200000.0,2871900000.0
Research And Development,34400000.0,33600000.0,31700000.0,27800000.0
Selling General And Administration,549700000.0,453000000.0,433500000.0,342400000.0
Selling And Marketing Expense,90900000.0,34200000.0,53800000.0,32800000.0
General And Administrative Expense,458800000.0,418800000.0,379700000.0,309600000.0
Rent And Landing Fees,78900000.0,68600000.0,100900000.0,228500000.0
Gross Profit,80685200000.0,63031000000.0,52457600000.0,51923900000.0
Cost Of Revenue,197042900000.0,97644000000.0,74732500000.0,70135600000.0
Total Revenue,277728100000.0,160675000000.0,127190100000.0,122059500000.0
Operating Revenue,277728100000.0,160675000000.0,127190100000.0,122059500000.0
