,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,1032980.0,-44373705.6,699600.0
Tax Rate For Calcs,0.4,0.3562,0.2114,0.3
Normalized EBITDA,3880437000.0,3306570000.0,2188863000.0,1322467000.0
Total Unusual Items,0.0,2900000.0,-209904000.0,2332000.0
Total Unusual Items Excluding Goodwill,0.0,2900000.0,-209904000.0,2332000.0
Net Income From Continuing Operation Net Minority Interest,1578900000.0,1287946000.0,689030000.0,638452000.0
Reconciled Depreciation,640837000.0,664543000.0,713778000.0,723797000.0
Reconciled Cost Of Revenue,21365300000.0,24273743000.0,20432753000.0,15954536000.0
EBITDA,3880437000.0,3309470000.0,1978959000.0,1324799000.0
EBIT,3239600000.0,2644927000.0,1265181000.0,601002000.0
Net Interest Income,-462500000.0,-724963000.0,-404153000.0,-458484000.0
Interest Expense,462500000.0,647559000.0,394035000.0,407354000.0
Interest Income,4134000.0,10429000.0,76010000.0,13579000.0
Normalized Income,1578900000.0,1286078980.0,854560294.4,636819600.0
Net Income From Continuing And Discontinued Operation,1578900000.0,1287946000.0,689030000.0,638452000.0
Total Expenses,35985700000.0,38410603000.0,34117685000.0,29763473000.0
Rent Expense Supplemental,113516000.0,94708000.0,106875000.0,114202000.0
Diluted Average Shares,41644500.0,41644500.0,41644500.0,41644500.0
Basic Average Shares,41644500.0,41644500.0,41644500.0,41644500.0
Diluted EPS,37.920566,30.927157,16.545498,15.331004
Basic EPS,37.920566,30.927157,16.545498,15.331004
Diluted NI Availto Com Stockholders,1578900000.0,1287946000.0,689030000.0,638452000.0
Net Income Common Stockholders,1578900000.0,1287946000.0,689030000.0,638452000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1578900000.0,1287946000.0,689030000.0,638452000.0
Minority Interests,273000.0,2062000.0,2026000.0,1605000.0
Net Income Including Noncontrolling Interests,1578900000.0,1285884000.0,687004000.0,636847000.0
Net Income Discontinuous Operations,0.0,0.0,0.0,0.0
Net Income Continuous Operations,1578900000.0,1285884000.0,687004000.0,636847000.0
Tax Provision,1198100000.0,711484000.0,184142000.0,-443199000.0
Pretax Income,2777100000.0,1997368000.0,871146000.0,193648000.0
Other Non Operating Income Expenses,235900000.0,35954000.0,208037000.0,156968000.0
Special Income Charges,0.0,2900000.0,-209904000.0,2332000.0
Other Special Charges,-131113000.0,-2900000.0,209904000.0,-2332000.0
Write Off,,,,0.0
Net Non Operating Interest Income Expense,-462500000.0,-724963000.0,-404153000.0,-458484000.0
Total Other Finance Cost,76764000.0,87833000.0,86128000.0,64709000.0
Interest Expense Non Operating,462500000.0,647559000.0,394035000.0,407354000.0
Interest Income Non Operating,4134000.0,10429000.0,76010000.0,13579000.0
Operating Income,3003800000.0,2730049000.0,1309799000.0,377496000.0
Operating Expense,14620400000.0,14136860000.0,13684932000.0,13808937000.0
Other Operating Expenses,5582100000.0,4509875000.0,4234070000.0,4011050000.0
Depreciation And Amortization In Income Statement,640800000.0,664543000.0,713778000.0,723797000.0
Amortization,80622000.0,78329000.0,,
Depreciation Income Statement,640800000.0,586214000.0,713778000.0,723797000.0
Selling General And Administration,1009344000.0,673552000.0,553401000.0,605104000.0
Selling And Marketing Expense,879805000.0,545674000.0,422409000.0,379619000.0
General And Administrative Expense,129539000.0,127878000.0,130992000.0,225485000.0
Rent And Landing Fees,113516000.0,94708000.0,106875000.0,114202000.0
Gross Profit,17624200000.0,16866909000.0,14994731000.0,14186433000.0
Cost Of Revenue,21365300000.0,24273743000.0,20432753000.0,15954536000.0
Total Revenue,38989500000.0,41140652000.0,35427484000.0,30140969000.0
Operating Revenue,38989500000.0,41140652000.0,35427484000.0,30140969000.0
