,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,40811663.651997,-13756923.01404,44092565.333575
Tax Rate For Calcs,0.259769,0.257812,0.264556,0.2571
Normalized EBITDA,15256000000.0,13836900000.0,12390600000.0,11040600000.0
Total Unusual Items,-154000000.0,158300000.0,-52000000.0,171500000.0
Total Unusual Items Excluding Goodwill,-154000000.0,158300000.0,-52000000.0,171500000.0
Net Income From Continuing Operation Net Minority Interest,8594200000.0,8328200000.0,7197500000.0,6578100000.0
Reconciled Depreciation,2640300000.0,2265100000.0,2111400000.0,1910100000.0
Reconciled Cost Of Revenue,67305200000.0,54426700000.0,38777300000.0,37358900000.0
EBITDA,15256000000.0,13995200000.0,12338600000.0,11212100000.0
EBIT,12615700000.0,11730100000.0,10227200000.0,9302000000.0
Net Interest Income,-992300000.0,-305600000.0,-257400000.0,-282300000.0
Interest Expense,992300000.0,507200000.0,441000000.0,470400000.0
Interest Income,158700000.0,201600000.0,183600000.0,188100000.0
Normalized Income,8594200000.0,8210711663.651997,7235743076.98596,6450692565.333575
Net Income From Continuing And Discontinued Operation,8594200000.0,8328200000.0,7197500000.0,6578100000.0
Total Expenses,93446700000.0,75371300000.0,57277100000.0,54177900000.0
Rent Expense Supplemental,128400000.0,129100000.0,55400000.0,72700000.0
Diluted Average Shares,971472605.0,971480501.0,971373386.0,971305114.0
Basic Average Shares,971362815.0,971302832.0,971236275.0,971165394.0
Diluted EPS,8.86,8.57,7.41,6.75
Basic EPS,8.86,8.58,7.41,6.76
Diluted NI Availto Com Stockholders,8594200000.0,8328200000.0,7197500000.0,6578100000.0
Net Income Common Stockholders,8594200000.0,8328200000.0,7197500000.0,6578100000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,8594200000.0,8328200000.0,7197500000.0,6578100000.0
Minority Interests,-9800000.0,-1300000.0,300000.0,17100000.0
Net Income Including Noncontrolling Interests,8604000000.0,8329500000.0,7197200000.0,6561000000.0
Net Income Continuous Operations,8604000000.0,8329500000.0,7197200000.0,6561000000.0
Tax Provision,3019400000.0,2893400000.0,2589000000.0,2270600000.0
Pretax Income,11623400000.0,11222900000.0,9786200000.0,8831600000.0
Other Non Operating Income Expenses,515700000.0,210000000.0,207600000.0,325600000.0
Special Income Charges,-176500000.0,80200000.0,-152300000.0,400000.0
Other Special Charges,-15600000.0,-111100000.0,-23400000.0,-400000.0
Write Off,192100000.0,30900000.0,175700000.0,
Net Non Operating Interest Income Expense,-992300000.0,-305600000.0,-257400000.0,-282300000.0
Interest Expense Non Operating,992300000.0,507200000.0,441000000.0,470400000.0
Interest Income Non Operating,158700000.0,201600000.0,183600000.0,188100000.0
Operating Income,12231700000.0,11186400000.0,10091700000.0,8775600000.0
Operating Expense,26141500000.0,20944600000.0,18499800000.0,16819000000.0
Other Operating Expenses,17409300000.0,5435000000.0,5208400000.0,4261100000.0
Depreciation And Amortization In Income Statement,2640300000.0,2265100000.0,2111400000.0,1910100000.0
Amortization,54900000.0,46300000.0,31500000.0,26100000.0
Depreciation Income Statement,2640300000.0,2218800000.0,2079900000.0,1884000000.0
Selling General And Administration,10366500000.0,8738600000.0,7074600000.0,6748700000.0
Selling And Marketing Expense,10082200000.0,8507400000.0,6882000000.0,6643700000.0
General And Administrative Expense,284300000.0,231200000.0,192600000.0,105000000.0
Rent And Landing Fees,128400000.0,129100000.0,55400000.0,72700000.0
Gross Profit,38373200000.0,32131000000.0,28591500000.0,25594600000.0
Cost Of Revenue,67305200000.0,54426700000.0,38777300000.0,37358900000.0
Total Revenue,105678400000.0,86557700000.0,67368800000.0,62953500000.0
Operating Revenue,105678400000.0,86557700000.0,67368800000.0,62953500000.0
