,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-94249149.295775,64203603.729338,55588169.284943,-12785380.807815
Tax Rate For Calcs,0.376394,0.395162,0.343591,0.011122
Normalized EBITDA,18434100000.0,14205430000.0,13055665000.0,15017051000.0
Total Unusual Items,-250400000.0,162474000.0,161786000.0,-1149563000.0
Total Unusual Items Excluding Goodwill,-250400000.0,162474000.0,161786000.0,-1149563000.0
Net Income From Continuing Operation Net Minority Interest,6323900000.0,4117491000.0,3188306000.0,5684625000.0
Reconciled Depreciation,4707800000.0,4729878000.0,4588723000.0,4216721000.0
Reconciled Cost Of Revenue,111923400000.0,89525506000.0,68351903000.0,75120733000.0
EBITDA,18183700000.0,14367904000.0,13217451000.0,13867488000.0
EBIT,13475900000.0,9638026000.0,8628728000.0,9650767000.0
Net Interest Income,-6375900000.0,-3062612000.0,-3461181000.0,-4502070000.0
Interest Expense,6375900000.0,3423304000.0,3635939000.0,4847562000.0
Interest Income,1223107000.0,1268843000.0,1301251000.0,1144074000.0
Normalized Income,6480050850.704225,4019220603.729338,3082108169.284943,6821402619.192185
Net Income From Continuing And Discontinued Operation,6323900000.0,4117491000.0,3188306000.0,5547511000.0
Total Expenses,166732700000.0,118249859000.0,95473025000.0,102405159000.0
Rent Expense Supplemental,368748000.0,221515000.0,233980000.0,95453000.0
Diluted Average Shares,317672183.0,317777887.0,318084097.0,319711430.0
Basic Average Shares,317672183.0,317777887.0,318084097.0,319711430.0
Diluted EPS,19.91,12.96,10.02,17.35
Basic EPS,19.91,12.96,10.02,17.35
Diluted NI Availto Com Stockholders,6323900000.0,4117491000.0,3188306000.0,5547511000.0
Net Income Common Stockholders,6323900000.0,4117491000.0,3188306000.0,5547511000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,6323900000.0,4117491000.0,3188306000.0,5547511000.0
Minority Interests,1896300000.0,358593000.0,-89007000.0,934841000.0
Net Income Including Noncontrolling Interests,4427600000.0,3758898000.0,3277313000.0,4612670000.0
Net Income Discontinuous Operations,,,,-137114000.0
Net Income Continuous Operations,4427600000.0,3758898000.0,3277313000.0,4749784000.0
Tax Provision,2672400000.0,2455824000.0,1715476000.0,53421000.0
Pretax Income,7100000000.0,6214722000.0,4992789000.0,4803205000.0
Other Non Operating Income Expenses,1785600000.0,198959000.0,319598000.0,136223000.0
Special Income Charges,-250400000.0,21888000.0,-11855000.0,-1118023000.0
Other Special Charges,329784000.0,-25901000.0,7269000.0,-2439000.0
Write Off,25422000.0,4013000.0,4586000.0,1120462000.0
Net Non Operating Interest Income Expense,-6375900000.0,-3062612000.0,-3461181000.0,-4502070000.0
Total Other Finance Cost,888716000.0,908151000.0,1126493000.0,798582000.0
Interest Expense Non Operating,6375900000.0,3423304000.0,3635939000.0,4847562000.0
Interest Income Non Operating,1223107000.0,1268843000.0,1301251000.0,1144074000.0
Operating Income,11945300000.0,8725460000.0,7198224000.0,10180403000.0
Operating Expense,54809300000.0,28724353000.0,27121122000.0,27284426000.0
Other Operating Expenses,38310000000.0,18129411000.0,14780092000.0,15168642000.0
Depreciation And Amortization In Income Statement,4707800000.0,4729878000.0,4588723000.0,4216661000.0
Amortization,35563000.0,34444000.0,32657000.0,29549000.0
Depreciation Income Statement,4707800000.0,4695434000.0,4556066000.0,4187112000.0
Selling General And Administration,1597326000.0,1394862000.0,2435151000.0,1651657000.0
Selling And Marketing Expense,727488000.0,606380000.0,1622227000.0,778621000.0
General And Administrative Expense,869838000.0,788482000.0,812924000.0,873036000.0
Rent And Landing Fees,368748000.0,221515000.0,233980000.0,95453000.0
Gross Profit,66754600000.0,37449813000.0,34319346000.0,37464829000.0
Cost Of Revenue,111923400000.0,89525506000.0,68351903000.0,75120733000.0
Total Revenue,178678000000.0,126975319000.0,102671249000.0,112585562000.0
Operating Revenue,178678000000.0,126975319000.0,102671249000.0,112585562000.0
