,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,356420509.169719,-12153090660.0,-7145237160.0,-3525233040.0
Tax Rate For Calcs,0.262093,0.2918,0.3324,0.2439
Normalized EBITDA,236824500000.0,245690500000.0,211941400000.0,200618400000.0
Total Unusual Items,1359900000.0,-41648700000.0,-21495900000.0,-14453600000.0
Total Unusual Items Excluding Goodwill,1359900000.0,-41648700000.0,-21495900000.0,-14453600000.0
Net Income From Continuing Operation Net Minority Interest,104707200000.0,84442100000.0,68866300000.0,88944600000.0
Reconciled Depreciation,35022500000.0,29380300000.0,29042100000.0,24622700000.0
Reconciled Cost Of Revenue,1166152700000.0,997385100000.0,867009000000.0,973626700000.0
EBITDA,238184400000.0,204041800000.0,190445500000.0,186164800000.0
EBIT,203161900000.0,174661500000.0,161403400000.0,161542100000.0
Net Interest Income,-32071600000.0,-21546200000.0,-26762500000.0,-20891400000.0
Interest Expense,32071600000.0,30554200000.0,39045400000.0,27232600000.0
Interest Income,18174700000.0,10633500000.0,13776600000.0,8290700000.0
Normalized Income,103703720509.16972,113937709340.0,83216962840.0,99872966960.0
Net Income From Continuing And Discontinued Operation,104707200000.0,84442100000.0,151245500000.0,95490300000.0
Total Expenses,1660896700000.0,1363181900000.0,1189482000000.0,1287302600000.0
Rent Expense Supplemental,42391900000.0,33085100000.0,24775000000.0,29581900000.0
Diluted Average Shares,1406439151.0,1406288280.0,1405567201.0,1405222778.0
Basic Average Shares,1405258885.0,1404747700.0,1404146937.0,1403369848.0
Diluted EPS,74.45,61.65,82.41,67.95
Basic EPS,74.51,61.71,82.49,68.04
Diluted NI Availto Com Stockholders,104707200000.0,86693300000.0,115829300000.0,95490300000.0
Net Income Common Stockholders,104707200000.0,86693300000.0,115829300000.0,95490300000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,104707200000.0,86693300000.0,115829300000.0,95490300000.0
Minority Interests,-20599000000.0,-17499100000.0,-13383500000.0,-13452500000.0
Net Income Including Noncontrolling Interests,125306200000.0,104192400000.0,129212800000.0,108942800000.0
Net Income Extraordinary,-942500000.0,2251200000.0,-35416200000.0,
Net Income Discontinuous Operations,,0.0,82379200000.0,6545700000.0
Net Income Continuous Operations,125306200000.0,101941200000.0,82249800000.0,102397100000.0
Tax Provision,44841600000.0,42166100000.0,40108200000.0,32632000000.0
Pretax Income,171090300000.0,144107300000.0,122358000000.0,134309500000.0
Other Non Operating Income Expenses,29291700000.0,7436800000.0,9662600000.0,8673900000.0
Special Income Charges,1359900000.0,-43968600000.0,-31286400000.0,-21436300000.0
Other Special Charges,-1359900000.0,-192500000.0,-626100000.0,332800000.0
Write Off,27287400000.0,44061900000.0,31912500000.0,21103500000.0
Impairment Of Capital Assets,53600000.0,99200000.0,,
Net Non Operating Interest Income Expense,-32071600000.0,-21546200000.0,-26762500000.0,-20891400000.0
Total Other Finance Cost,2122300000.0,1625500000.0,1493700000.0,1949500000.0
Interest Expense Non Operating,32071600000.0,30554200000.0,39045400000.0,27232600000.0
Interest Income Non Operating,18174700000.0,10633500000.0,13776600000.0,8290700000.0
Operating Income,172510300000.0,193542700000.0,155285500000.0,155777900000.0
Operating Expense,494744000000.0,365796800000.0,322473000000.0,313675900000.0
Other Operating Expenses,21856800000.0,10305400000.0,27858800000.0,31901700000.0
Depreciation And Amortization In Income Statement,35022500000.0,29380300000.0,29042100000.0,24622700000.0
Amortization,9921000000.0,9085900000.0,,
Depreciation Income Statement,35022500000.0,20294400000.0,29042100000.0,24622700000.0
Selling General And Administration,87580400000.0,33402800000.0,24681300000.0,32941900000.0
Selling And Marketing Expense,87580400000.0,16733100000.0,8275100000.0,17072400000.0
General And Administrative Expense,21095000000.0,16669700000.0,16406200000.0,15869500000.0
Rent And Landing Fees,3230600000.0,2374700000.0,2117000000.0,2441700000.0
Gross Profit,667254300000.0,559339500000.0,477758500000.0,469453800000.0
Cost Of Revenue,1166152700000.0,997385100000.0,867009000000.0,973626700000.0
Total Revenue,1833407000000.0,1556724600000.0,1344767500000.0,1443080500000.0
Operating Revenue,1833407000000.0,1556724600000.0,1344767500000.0,1443080500000.0
